"CubeId";"snbbipo"
"PublishingDate";"2017-02-28 09:00"

"Date";"D0";"Value"
"2007-10";"UA";"805.33188258"
"2007-10";"T0";"110032.81052424"
"2007-11";"GFG";"32289.50182651"
"2007-11";"D";"49201.89697584"
"2007-11";"RIWF";"404.58203253"
"2007-11";"W";"282.75175842"
"2007-11";"WSF";"4187.84187401"
"2007-11";"UA";"802.92585442"
"2007-11";"T0";"109769.94024061"
"2007-12";"GFG";"34775.54281083"
"2007-12";"D";"50586.26105037"
"2007-12";"RIWF";"405.96031361"
"2007-12";"W";"273.13328661"
"2007-12";"WSF";"4130.66157438"
"2007-12";"UA";"919.81357243"
"2007-12";"T0";"126926.89345044"
"2008-01";"GFG";"34440.15617896"
"2008-01";"D";"49729.0062847"
"2008-01";"RIWF";"393.83887851"
"2008-01";"W";"271.95188861"
"2008-01";"WSF";"4008.1523296"
"2008-01";"UA";"847.13136471"
"2008-01";"T0";"116967.2375345"
"2008-02";"GFG";"34218.63403761"
"2008-02";"D";"49810.14135496"
"2008-02";"RIWF";"387.06289691"
"2008-02";"W";"271.95188861"
"2008-02";"WSF";"3916.4002234"
"2008-02";"UA";"847.20935637"
"2008-02";"T0";"114422.04265202"
"2008-03";"GFG";"33265.21714903"
"2008-03";"D";"47295.68321066"
"2008-03";"RIWF";"372.27122509"
"2008-03";"W";"251.28139596"
"2008-03";"WSF";"3926.3340598"
"2008-03";"UA";"954.35382949"
"2008-03";"T0";"127287.72456505"
"2008-04";"GFG";"32854.21216009"
"2008-04";"D";"46843.31803673"
"2008-04";"RIWF";"370.9424723"
"2008-04";"W";"249.38226001"
"2008-04";"WSF";"3831.19518311"
"2008-04";"UA";"548.92462812"
"2008-04";"T0";"122099.61755385"
"2008-05";"GFG";"32513.42714062"
"2008-05";"D";"47494.51442326"
"2008-05";"RIWF";"433.98125065"
"2008-05";"W";"253.80513041"
"2008-05";"WSF";"3836.71052475"
"2008-05";"UA";"832.99277886"
"2008-05";"T0";"131573.64556703"
"2008-06";"GFG";"32848.2221231"
"2008-06";"D";"47778.62115857"
"2008-06";"RIWF";"425.67253039"
"2008-06";"W";"292.15233531"
"2008-06";"WSF";"3774.3396203"
"2008-06";"UA";"1099.14740064"
"2008-06";"T0";"136926.98541917"
"2008-07";"GFG";"32408.63703331"
"2008-07";"D";"46725.30286009"
"2008-07";"RIWF";"424.83367804"
"2008-07";"W";"291.01883651"
"2008-07";"WSF";"3714.2993727"
"2008-07";"UA";"845.69437856"
"2008-07";"T0";"132150.60844502"
"2008-08";"GFG";"32013.12538533"
"2008-08";"D";"47866.58148811"
"2008-08";"RIWF";"424.93367804"
"2008-08";"W";"291.01883651"
"2008-08";"WSF";"3679.4707158"
"2008-08";"UA";"848.06677667"
"2008-08";"T0";"131076.89009385"
"2008-09";"GFG";"32862.66120685"
"2008-09";"D";"49664.88182926"
"2008-09";"RIWF";"459.25226078"
"2008-09";"W";"302.51091798"
"2008-09";"WSF";"3751.91132653"
"2008-09";"UA";"863.18072395"
"2008-09";"T0";"163643.90115742"
"2008-10";"GFG";"32812.00697688"
"2008-10";"D";"49246.76449135"
"2008-10";"RIWF";"458.37634643"
"2008-10";"W";"299.57452488"
"2008-10";"WSF";"3655.61445888"
"2008-10";"UA";"818.41372207"
"2008-10";"T0";"191405.82361167"
"2008-11";"GFG";"32812.00450259"
"2008-11";"D";"47939.36140324"
"2008-11";"RIWF";"767.33814799"
"2008-11";"W";"298.38525248"
"2008-11";"WSF";"3584.82221726"
"2008-11";"UA";"806.56730139"
"2008-11";"T0";"196357.04122052"
"2008-12";"GFG";"30861.60482998"
"2008-12";"D";"47428.75508128"
"2008-12";"RIWF";"724.7414325"
"2008-12";"W";"326.26762474"
"2008-12";"WSF";"3596.7295089"
"2008-12";"UA";"3467.9081074"
"2008-12";"T0";"214322.63245416"
"2009-01";"GFG";"30829.8059183"
"2009-01";"D";"46451.52872245"
"2009-01";"RIWF";"786.98575692"
"2009-01";"W";"317.59467339"
"2009-01";"WSF";"3529.94883865"
"2009-01";"UA";"821.65486274"
"2009-01";"T0";"193481.96532681"
"2009-02";"GFG";"30835.43923201"
"2009-02";"D";"46470.09210306"
"2009-02";"RIWF";"786.98575692"
"2009-02";"W";"313.88045599"
"2009-02";"WSF";"3531.44789947"
"2009-02";"UA";"830.89788871"
"2009-02";"T0";"201274.77000654"
"2009-03";"GFG";"34898.82549548"
"2009-03";"D";"55846.18730751"
"2009-03";"RIWF";"794.22520524"
"2009-03";"W";"327.09018615"
"2009-03";"WSF";"4684.41133975"
"2009-03";"UA";"1214.15418374"
"2009-03";"T0";"238621.01001867"
"2009-04";"GFG";"34863.58580013"
"2009-04";"D";"55764.49945974"
"2009-04";"RIWF";"793.75071879"
"2009-04";"W";"325.89764495"
"2009-04";"WSF";"5364.84157319"
"2009-04";"UA";"806.99685925"
"2009-04";"T0";"245363.12393273"
"2009-05";"GFG";"34863.45955773"
"2009-05";"D";"57284.68307085"
"2009-05";"RIWF";"1110.2544568"
"2009-05";"W";"336.5974768"
"2009-05";"WSF";"5839.74935853"
"2009-05";"UA";"801.48345515"
"2009-05";"T0";"236235.03427234"
"2009-06";"GFG";"33882.10379436"
"2009-06";"D";"81706.31634186"
"2009-06";"RIWF";"1092.94839685"
"2009-06";"W";"343.44276307"
"2009-06";"WSF";"6239.3471195"
"2009-06";"UA";"806.09936624"
"2009-06";"T0";"242176.49398717"
"2009-07";"GFG";"33849.92247872"
"2009-07";"D";"81485.16295302"
"2009-07";"RIWF";"1092.35715955"
"2009-07";"W";"332.3876388"
"2009-07";"WSF";"6287.42261562"
"2009-07";"UA";"816.40302221"
"2009-07";"T0";"216500.95456031"
"2009-08";"GFG";"33816.32246384"
"2009-08";"D";"81705.70527085"
"2009-08";"RIWF";"1092.44398614"
"2009-08";"W";"340.9080017"
"2009-08";"WSF";"6289.29910138"
"2009-08";"UA";"821.1550375"
"2009-08";"T0";"220004.82804074"
"2009-09";"GFG";"34669.8133713"
"2009-09";"D";"82105.19364741"
"2009-09";"RIWF";"1241.9382228"
"2009-09";"W";"339.03874032"
"2009-09";"WSF";"6677.8331291"
"2009-09";"UA";"888.37350245"
"2009-09";"T0";"205727.98984942"
"2009-10";"GFG";"34640.04818893"
"2009-10";"D";"90061.34527015"
"2009-10";"RIWF";"1241.55324575"
"2009-10";"W";"338.32569632"
"2009-10";"WSF";"6516.65815026"
"2009-10";"UA";"790.25132488"
"2009-10";"T0";"208561.20555241"
"2009-11";"GFG";"34554.41599028"
"2009-11";"D";"95202.84178041"
"2009-11";"RIWF";"1241.55324575"
"2009-11";"W";"337.22607512"
"2009-11";"WSF";"6464.10711363"
"2009-11";"UA";"790.11130256"
"2009-11";"T0";"212433.46053626"
"2009-12";"GFG";"38185.63005709"
"2009-12";"D";"94680.21474754"
"2009-12";"RIWF";"1230.76371367"
"2009-12";"W";"348.85955356"
"2009-12";"WSF";"6542.71562535"
"2009-12";"UA";"836.31490169"
"2009-12";"T0";"207263.83132262"
"2010-01";"GFG";"38118.59982722"
"2010-01";"D";"93894.82456642"
"2010-01";"RIWF";"1230.37090332"
"2010-01";"W";"345.08070896"
"2010-01";"WSF";"6440.34014146"
"2010-01";"UA";"788.69325173"
"2010-01";"T0";"195312.58993231"
"2010-02";"GFG";"38058.54524162"
"2010-02";"D";"108929.83720612"
"2010-02";"RIWF";"1230.37090332"
"2010-02";"W";"361.39175906"
"2010-02";"WSF";"6438.14901161"
"2010-02";"UA";"773.03414408"
"2010-02";"T0";"195565.22674404"
"2010-03";"GFG";"39450.11395519"
"2010-03";"D";"125088.59055696"
"2010-03";"RIWF";"1210.56555083"
"2010-03";"W";"360.3057081"
"2010-03";"WSF";"6593.99412035"
"2010-03";"UA";"788.38689092"
"2010-03";"T0";"208904.08568229"
"2010-04";"GFG";"39338.98525978"
"2010-04";"D";"153581.59703753"
"2010-04";"RIWF";"1175.82657223"
"2010-04";"W";"363.4930039"
"2010-04";"WSF";"6455.17139916"
"2010-04";"UA";"766.90013803"
"2010-04";"T0";"227301.16561343"
"2010-05";"GFG";"39085.12581176"
"2010-05";"D";"238786.4459045"
"2010-05";"RIWF";"1175.82657223"
"2010-05";"W";"362.3668967"
"2010-05";"WSF";"6020.23379617"
"2010-05";"UA";"778.9639639"
"2010-05";"T0";"308575.42020595"
"2010-06";"GFG";"45018.00624792"
"2010-06";"D";"226657.73923912"
"2010-06";"RIWF";"1139.37802716"
"2010-06";"W";"355.24132746"
"2010-06";"WSF";"5635.9698147"
"2010-06";"UA";"835.35555157"
"2010-06";"T0";"301942.95497879"
"2010-07";"GFG";"45002.45941598"
"2010-07";"D";"221375.36436454"
"2010-07";"RIWF";"1139.09206286"
"2010-07";"W";"351.79206666"
"2010-07";"WSF";"3806.92349219"
"2010-07";"UA";"767.54581755"
"2010-07";"T0";"294361.50935307"
"2010-08";"GFG";"45001.9816136"
"2010-08";"D";"219300.40719707"
"2010-08";"RIWF";"1139.09206286"
"2010-08";"W";"351.79206666"
"2010-08";"WSF";"3447.96549932"
"2010-08";"UA";"772.42723227"
"2010-08";"T0";"292378.35022078"
"2010-09";"GFG";"42723.70281961"
"2010-09";"D";"216822.5226733"
"2010-09";"RIWF";"1121.90912255"
"2010-09";"W";"335.41888237"
"2010-09";"WSF";"3523.8245312"
"2010-09";"UA";"852.59541324"
"2010-09";"T0";"284842.25428213"
"2010-10";"GFG";"42717.71492769"
"2010-10";"D";"213725.45864249"
"2010-10";"RIWF";"1121.58413125"
"2010-10";"W";"334.97132192"
"2010-10";"WSF";"3481.93089195"
"2010-10";"UA";"762.99225365"
"2010-10";"T0";"281244.02561151"
"2010-11";"GFG";"42671.38759732"
"2010-11";"D";"213774.52116338"
"2010-11";"RIWF";"1121.58413125"
"2010-11";"W";"333.92934432"
"2010-11";"WSF";"3479.15121217"
"2010-11";"UA";"764.73332554"
"2010-11";"T0";"280346.37082282"
"2010-12";"GFG";"43987.90253325"
"2010-12";"D";"203809.64364578"
"2010-12";"RIWF";"1067.66972703"
"2010-12";"W";"300.3524834"
"2010-12";"WSF";"3497.37389045"
"2010-12";"UA";"835.5059627"
"2010-12";"T0";"269954.86342904"
"2011-01";"GFG";"41742.08495713"
"2011-01";"D";"209902.76382108"
"2011-01";"RIWF";"1267.99627955"
"2011-01";"W";"306.23096698"
"2011-01";"WSF";"3413.11202269"
"2011-01";"UA";"768.11487896"
"2011-01";"T0";"273666.93355459"
"2011-02";"GFG";"43836.85862675"
"2011-02";"D";"208326.08635044"
"2011-02";"RIWF";"1256.98052949"
"2011-02";"W";"303.57000519"
"2011-02";"WSF";"3460.67083635"
"2011-02";"UA";"768.3938042"
"2011-02";"T0";"273417.47945054"
"2011-03";"GFG";"43999.3533064"
"2011-03";"D";"211918.05085132"
"2011-03";"RIWF";"1313.57990275"
"2011-03";"W";"300.89340813"
"2011-03";"WSF";"3455.00939615"
"2011-03";"UA";"815.46703184"
"2011-03";"T0";"276391.54744396"
"2011-04";"GFG";"44500.37506808"
"2011-04";"D";"208396.21806311"
"2011-04";"RIWF";"1306.5287522"
"2011-04";"W";"294.04875127"
"2011-04";"WSF";"3425.11439644"
"2011-04";"UA";"743.09978491"
"2011-04";"T0";"272405.04179288"
"2011-05";"GFG";"43871.47403436"
"2011-05";"D";"203385.29776859"
"2011-05";"RIWF";"2021.90081456"
"2011-05";"W";"287.00075112"
"2011-05";"WSF";"3401.19582775"
"2011-05";"UA";"770.65108589"
"2011-05";"T0";"266670.34460756"
"2011-06";"GFG";"42437.696453"
"2011-06";"D";"196848.79817965"
"2011-06";"RIWF";"1970.59708555"
"2011-06";"W";"281.48129809"
"2011-06";"WSF";"3524.91591455"
"2011-06";"UA";"807.71623344"
"2011-06";"T0";"258137.98017275"
"2011-07";"GFG";"42838.5312528"
"2011-07";"D";"188734.83543781"
"2011-07";"RIWF";"2231.93921588"
"2011-07";"W";"269.64899718"
"2011-07";"WSF";"3484.80098597"
"2011-07";"UA";"780.97947906"
"2011-07";"T0";"249593.38346876"
"2011-08";"GFG";"48875.20769598"
"2011-08";"D";"280981.98881401"
"2011-08";"RIWF";"2270.064259"
"2011-08";"W";"274.24222501"
"2011-08";"WSF";"3488.03781169"
"2011-08";"UA";"784.20433928"
"2011-08";"T0";"365572.69196433"
"2011-09";"GFG";"48980.8062135"
"2011-09";"D";"305281.47747701"
"2011-09";"RIWF";"2880.14549017"
"2011-09";"W";"298.13544634"
"2011-09";"WSF";"3629.39241625"
"2011-09";"UA";"902.94495803"
"2011-09";"T0";"381459.11689983"
"2011-10";"GFG";"50164.22288351"
"2011-10";"D";"261815.38170465"
"2011-10";"RIWF";"2781.64527637"
"2011-10";"W";"289.87078144"
"2011-10";"WSF";"3616.88094606"
"2011-10";"UA";"756.33833295"
"2011-10";"T0";"356453.60221212"
"2011-11";"GFG";"53123.08033147"
"2011-11";"D";"261949.74884143"
"2011-11";"RIWF";"2875.25765371"
"2011-11";"W";"298.46493567"
"2011-11";"WSF";"3609.14714297"
"2011-11";"UA";"748.84582126"
"2011-11";"T0";"367759.09729131"
"2011-12";"GFG";"49379.94087826"
"2011-12";"D";"257504.16526436"
"2011-12";"RIWF";"3134.5257471"
"2011-12";"W";"301.37473411"
"2011-12";"WSF";"3675.10883505"
"2011-12";"UA";"979.63005496"
"2011-12";"T0";"346079.32865519"
"2012-01";"GFG";"53493.98605956"
"2012-01";"D";"247484.02849663"
"2012-01";"RIWF";"3068.54547195"
"2012-01";"W";"296.13433847"
"2012-01";"WSF";"3564.35587444"
"2012-01";"UA";"764.84328228"
"2012-01";"T0";"345971.80978695"
"2012-02";"GFG";"53442.69266217"
"2012-02";"D";"241236.63539293"
"2012-02";"RIWF";"3008.83914093"
"2012-02";"W";"290.47572054"
"2012-02";"WSF";"3592.80095244"
"2012-02";"UA";"762.39794183"
"2012-02";"T0";"339141.18367105"
"2012-03";"GFG";"50140.35423343"
"2012-03";"D";"245498.52937936"
"2012-03";"RIWF";"3099.2311703"
"2012-03";"W";"290.57482976"
"2012-03";"WSF";"3677.18741185"
"2012-03";"UA";"818.15565475"
"2012-03";"T0";"339872.51751785"
"2012-04";"GFG";"50273.71797531"
"2012-04";"D";"247218.3725906"
"2012-04";"RIWF";"3487.68859352"
"2012-04";"W";"288.908093"
"2012-04";"WSF";"3595.40712697"
"2012-04";"UA";"768.88754145"
"2012-04";"T0";"335771.16455857"
"2012-05";"GFG";"50760.95476879"
"2012-05";"D";"306147.79687211"
"2012-05";"RIWF";"3490.36186831"
"2012-05";"W";"298.52912842"
"2012-05";"WSF";"3621.97691765"
"2012-05";"UA";"779.14674983"
"2012-05";"T0";"378472.4215321"
"2012-06";"GFG";"50637.89742844"
"2012-06";"D";"365055.74619524"
"2012-06";"RIWF";"3193.03864814"
"2012-06";"W";"295.10249001"
"2012-06";"WSF";"3713.38119035"
"2012-06";"UA";"894.15569176"
"2012-06";"T0";"434784.71985559"
"2012-07";"GFG";"53105.18563623"
"2012-07";"D";"409188.55186996"
"2012-07";"RIWF";"3131.76660041"
"2012-07";"W";"300.58834533"
"2012-07";"WSF";"3678.94862718"
"2012-07";"UA";"1690.24804196"
"2012-07";"T0";"481873.68697719"
"2012-08";"GFG";"52858.28767264"
"2012-08";"D";"421573.44806011"
"2012-08";"RIWF";"3001.82123006"
"2012-08";"W";"296.52138693"
"2012-08";"WSF";"3706.97565884"
"2012-08";"UA";"794.56251213"
"2012-08";"T0";"492544.32273406"
"2012-09";"GFG";"55595.3547732"
"2012-09";"D";"429917.70986329"
"2012-09";"RIWF";"2983.61622364"
"2012-09";"W";"294.33744472"
"2012-09";"WSF";"3787.27417055"
"2012-09";"UA";"1005.44852832"
"2012-09";"T0";"503601.61204462"
"2012-10";"GFG";"53474.60370391"
"2012-10";"D";"426769.452621"
"2012-10";"RIWF";"2891.38899809"
"2012-10";"W";"288.45947739"
"2012-10";"WSF";"3744.60629424"
"2012-10";"UA";"913.71588944"
"2012-10";"T0";"497690.98550691"
"2012-11";"GFG";"53484.86238909"
"2012-11";"D";"428253.0958781"
"2012-11";"RIWF";"3014.58992936"
"2012-11";"W";"284.09750793"
"2012-11";"WSF";"3727.10714928"
"2012-11";"UA";"899.66658879"
"2012-11";"T0";"498849.87311252"
"2012-12";"GFG";"50771.50561342"
"2012-12";"D";"432208.90362926"
"2012-12";"RIWF";"2804.17307487"
"2012-12";"W";"279.07139152"
"2012-12";"WSF";"3757.1071451"
"2012-12";"UA";"985.82225804"
"2012-12";"T0";"499433.740628"
"2013-01";"GFG";"50796.9199732"
"2013-01";"D";"435882.72971618"
"2013-01";"RIWF";"2837.90185229"
"2013-01";"W";"278.72307393"
"2013-01";"WSF";"3720.66822712"
"2013-01";"UA";"898.24547902"
"2013-01";"T0";"502690.39100269"
"2013-02";"GFG";"49510.37929493"
"2013-02";"D";"439066.21153141"
"2013-02";"RIWF";"2871.32775667"
"2013-02";"W";"279.99234081"
"2013-02";"WSF";"3756.40944868"
"2013-02";"UA";"910.82370415"
"2013-02";"T0";"504229.48171601"
"2013-03";"GFG";"50716.83585165"
"2013-03";"D";"445585.24934934"
"2013-03";"RIWF";"2741.42246338"
"2013-03";"W";"281.26291775"
"2013-03";"WSF";"3742.93794366"
"2013-03";"UA";"1024.99506034"
"2013-03";"T0";"511720.5563397"
"2013-04";"GFG";"45744.67653504"
"2013-04";"D";"444254.58316524"
"2013-04";"RIWF";"2673.07591207"
"2013-04";"W";"273.67762912"
"2013-04";"WSF";"3731.27173584"
"2013-04";"UA";"956.06851165"
"2013-04";"T0";"504877.8998619"
"2013-05";"GFG";"44805.04006616"
"2013-05";"D";"448348.55505189"
"2013-05";"RIWF";"2483.70134996"
"2013-05";"W";"273.00725634"
"2013-05";"WSF";"3708.96144377"
"2013-05";"UA";"961.21103241"
"2013-05";"T0";"507143.77800087"
"2013-06";"GFG";"37617.61242651"
"2013-06";"D";"438177.4495917"
"2013-06";"RIWF";"2562.97153691"
"2013-06";"W";"269.14812094"
"2013-06";"WSF";"3658.07664499"
"2013-06";"UA";"1050.97936221"
"2013-06";"T0";"488867.59618023"
"2013-07";"GFG";"41016.32389091"
"2013-07";"D";"444348.93761447"
"2013-07";"RIWF";"2515.59560839"
"2013-07";"W";"266.98472275"
"2013-07";"WSF";"3667.8565909"
"2013-07";"UA";"956.16261942"
"2013-07";"T0";"497775.7919981"
"2013-08";"GFG";"43439.09278507"
"2013-08";"D";"443418.70346014"
"2013-08";"RIWF";"2375.98906661"
"2013-08";"W";"266.72006325"
"2013-08";"WSF";"3641.5923976"
"2013-08";"UA";"956.36029152"
"2013-08";"T0";"498485.60164293"
"2013-09";"GFG";"40108.03628175"
"2013-09";"D";"443070.61319166"
"2013-09";"RIWF";"2402.32180755"
"2013-09";"W";"261.39331523"
"2013-09";"WSF";"3713.51663665"
"2013-09";"UA";"1036.08249767"
"2013-09";"T0";"494905.69511871"
"2013-10";"GFG";"40164.34931251"
"2013-10";"D";"446798.24922815"
"2013-10";"RIWF";"2245.32820328"
"2013-10";"W";"258.38938913"
"2013-10";"WSF";"3667.31153994"
"2013-10";"UA";"965.41208497"
"2013-10";"T0";"498460.53050195"
"2013-11";"GFG";"37844.1875329"
"2013-11";"D";"446420.24634472"
"2013-11";"RIWF";"2317.62328037"
"2013-11";"W";"250.55861625"
"2013-11";"WSF";"3638.11592047"
"2013-11";"UA";"956.7317788"
"2013-11";"T0";"495771.47815078"
"2013-12";"GFG";"35564.96163437"
"2013-12";"D";"443274.51771485"
"2013-12";"RIWF";"2295.38419036"
"2013-12";"W";"244.2324653"
"2013-12";"WSF";"3689.88381807"
"2013-12";"UA";"1019.09451329"
"2013-12";"T0";"490381.96884095"
"2014-01";"GFG";"37943.16648009"
"2014-01";"D";"447978.38131789"
"2014-01";"RIWF";"2272.44361028"
"2014-01";"W";"247.06524356"
"2014-01";"WSF";"3615.78565257"
"2014-01";"UA";"943.08481079"
"2014-01";"T0";"497353.01867437"
"2014-02";"GFG";"39189.62376131"
"2014-02";"D";"442151.14404725"
"2014-02";"RIWF";"2230.25533573"
"2014-02";"W";"242.47843829"
"2014-02";"WSF";"3628.11813461"
"2014-02";"UA";"927.36467165"
"2014-02";"T0";"492641.7743237"
"2014-03";"GFG";"38199.49496771"
"2014-03";"D";"445479.5600719"
"2014-03";"RIWF";"2174.29225405"
"2014-03";"W";"242.03783774"
"2014-03";"WSF";"3743.08873115"
"2014-03";"UA";"1001.19966999"
"2014-03";"T0";"495115.52878801"
"2014-04";"GFG";"37939.27806139"
"2014-04";"D";"447444.80279557"
"2014-04";"RIWF";"2090.43041733"
"2014-04";"W";"237.61385522"
"2014-04";"WSF";"3739.08173571"
"2014-04";"UA";"919.89448796"
"2014-04";"T0";"496634.22999749"
"2014-05";"GFG";"37508.36597566"
"2014-05";"D";"451952.49572934"
"2014-05";"RIWF";"2189.68352963"
"2014-05";"W";"233.81561328"
"2014-05";"WSF";"3722.90211531"
"2014-05";"UA";"951.9578125"
"2014-05";"T0";"500866.41557742"
"2014-06";"GFG";"39108.58361692"
"2014-06";"D";"457215.85717265"
"2014-06";"RIWF";"2275.4138774"
"2014-06";"W";"226.13745979"
"2014-06";"WSF";"3764.03536045"
"2014-06";"UA";"1097.09184887"
"2014-06";"T0";"507962.87823612"
"2014-07";"GFG";"39089.03805601"
"2014-07";"D";"466618.09796664"
"2014-07";"RIWF";"2299.55508616"
"2014-07";"W";"227.93276387"
"2014-07";"WSF";"3777.19667633"
"2014-07";"UA";"992.4870977"
"2014-07";"T0";"517329.23325485"
"2014-08";"GFG";"39380.83214089"
"2014-08";"D";"471385.23632124"
"2014-08";"RIWF";"2235.94603286"
"2014-08";"W";"227.80166443"
"2014-08";"WSF";"3747.66154835"
"2014-08";"UA";"997.40060387"
"2014-08";"T0";"522326.73692129"
"2014-09";"GFG";"38890.81586045"
"2014-09";"D";"471452.30812977"
"2014-09";"RIWF";"2232.99638134"
"2014-09";"W";"231.36965138"
"2014-09";"WSF";"3848.64186401"
"2014-09";"UA";"1036.44797868"
"2014-09";"T0";"522046.1397857"
"2014-10";"GFG";"37518.94150457"
"2014-10";"D";"475585.66581777"
"2014-10";"RIWF";"2194.34559846"
"2014-10";"W";"228.46173768"
"2014-10";"WSF";"3813.74939972"
"2014-10";"UA";"1029.13807875"
"2014-10";"T0";"524740.11754735"
"2014-11";"GFG";"38098.42207515"
"2014-11";"D";"475727.83264443"
"2014-11";"RIWF";"2131.5191785"
"2014-11";"W";"218.32101008"
"2014-11";"WSF";"3789.21812226"
"2014-11";"UA";"1007.08809031"
"2014-11";"T0";"525304.0716249"
"2014-12";"GFG";"39629.62133313"
"2014-12";"D";"510062.40675293"
"2014-12";"RIWF";"2037.32704323"
"2014-12";"W";"213.31324837"
"2014-12";"WSF";"3978.34616919"
"2014-12";"UA";"867.05909294"
"2014-12";"T0";"561201.85941824"
"2015-01";"GFG";"39141.97374336"
"2015-01";"D";"507856.14870867"
"2015-01";"RIWF";"1899.1158114"
"2015-01";"W";"192.3108524"
"2015-01";"WSF";"3857.44182574"
"2015-01";"UA";"847.47223542"
"2015-01";"T0";"557812.85290471"
"2015-02";"GFG";"38542.14101926"
"2015-02";"D";"519330.24447939"
"2015-02";"RIWF";"1747.40829313"
"2015-02";"W";"195.59519735"
"2015-02";"WSF";"3877.57372316"
"2015-02";"UA";"818.20283318"
"2015-02";"T0";"568610.36607491"
"2015-03";"GFG";"38612.42257007"
"2015-03";"D";"531911.39044116"
"2015-03";"RIWF";"1642.93493199"
"2015-03";"W";"202.50790468"
"2015-03";"WSF";"3898.43854625"
"2015-03";"UA";"1045.08003115"
"2015-03";"T0";"581347.321371"
"2015-04";"GFG";"37242.95542552"
"2015-04";"D";"536364.09496798"
"2015-04";"RIWF";"1590.51708514"
"2015-04";"W";"195.98148304"
"2015-04";"WSF";"3892.68934043"
"2015-04";"UA";"883.75576828"
"2015-04";"T0";"584212.16794872"
"2015-05";"GFG";"37297.61527993"
"2015-05";"D";"525478.93413693"
"2015-05";"RIWF";"1542.70899355"
"2015-05";"W";"185.12565922"
"2015-05";"WSF";"3888.27317768"
"2015-05";"UA";"891.62990006"
"2015-05";"T0";"573293.99799545"
"2015-06";"GFG";"36422.88704886"
"2015-06";"D";"529520.60955158"
"2015-06";"RIWF";"1575.70646835"
"2015-06";"W";"176.83401131"
"2015-06";"WSF";"3876.22672225"
"2015-06";"UA";"1025.33791032"
"2015-06";"T0";"577025.16269132"
"2015-07";"GFG";"35112.15599425"
"2015-07";"D";"550669.75134269"
"2015-07";"RIWF";"1490.36615965"
"2015-07";"W";"177.97186324"
"2015-07";"WSF";"3848.04974962"
"2015-07";"UA";"894.36118736"
"2015-07";"T0";"596703.2520016"
"2015-08";"GFG";"36422.60310438"
"2015-08";"D";"557883.50790123"
"2015-08";"RIWF";"1690.08315195"
"2015-08";"W";"179.38779804"
"2015-08";"WSF";"3869.47164097"
"2015-08";"UA";"907.22436059"
"2015-08";"T0";"605550.63413685"
"2015-09";"GFG";"36339.54160942"
"2015-09";"D";"566181.92777136"
"2015-09";"RIWF";"1625.88075232"
"2015-09";"W";"190.53792493"
"2015-09";"WSF";"3930.5489496"
"2015-09";"UA";"1037.44184984"
"2015-09";"T0";"613932.95673053"
"2015-10";"GFG";"37671.61996187"
"2015-10";"D";"571928.69478851"
"2015-10";"RIWF";"1590.53700115"
"2015-10";"W";"187.36282028"
"2015-10";"WSF";"3903.9956836"
"2015-10";"UA";"886.92666442"
"2015-10";"T0";"620824.93111911"
"2015-11";"GFG";"36530.12726198"
"2015-11";"D";"586970.51516337"
"2015-11";"RIWF";"1669.61552942"
"2015-11";"W";"184.23580243"
"2015-11";"WSF";"3910.69201575"
"2015-11";"UA";"847.84561697"
"2015-11";"T0";"634877.27881183"
"2015-12";"GFG";"35466.67673919"
"2015-12";"D";"593234.09323195"
"2015-12";"RIWF";"1608.40114019"
"2015-12";"W";"169.91761363"
"2015-12";"WSF";"3972.39022705"
"2015-12";"UA";"992.9786909"
"2015-12";"T0";"640151.80302469"
"2016-01";"GFG";"38065.3178612"
"2016-01";"D";"599758.5835548"
"2016-01";"RIWF";"1644.09389255"
"2016-01";"W";"171.76740962"
"2016-01";"WSF";"3918.71538265"
"2016-01";"UA";"850.41262792"
"2016-01";"T0";"649287.24551603"
"2016-02";"GFG";"41233.35042763"
"2016-02";"D";"589812.64742041"
"2016-02";"RIWF";"1396.52923684"
"2016-02";"W";"165.61506913"
"2016-02";"WSF";"3916.46144948"
"2016-02";"UA";"864.96805449"
"2016-02";"T0";"642152.37448988"
"2016-03";"GFG";"39614.30294109"
"2016-03";"D";"595374.62759202"
"2016-03";"RIWF";"1366.19616714"
"2016-03";"W";"160.37816156"
"2016-03";"WSF";"4047.9370519"
"2016-03";"UA";"1066.86503078"
"2016-03";"T0";"646378.56480745"
"2016-04";"GFG";"41289.23506859"
"2016-04";"D";"616130.4372301"
"2016-04";"RIWF";"1350.11182373"
"2016-04";"W";"157.49611514"
"2016-04";"WSF";"4003.78043047"
"2016-04";"UA";"885.52292953"
"2016-04";"T0";"668578.0977402"
"2016-05";"GFG";"40161.41413669"
"2016-05";"D";"624227.2402956"
"2016-05";"RIWF";"1359.0188257"
"2016-05";"W";"152.84786204"
"2016-05";"WSF";"4027.46219835"
"2016-05";"UA";"914.60049683"
"2016-05";"T0";"675406.11613574"
"2016-06";"GFG";"43064.04237263"
"2016-06";"D";"635269.63966061"
"2016-06";"RIWF";"1351.90877176"
"2016-06";"W";"140.22877067"
"2016-06";"WSF";"4098.71901255"
"2016-06";"UA";"1206.53378948"
"2016-06";"T0";"689594.80171529"
"2016-07";"GFG";"43546.49827836"
"2016-07";"D";"641049.82619702"
"2016-07";"RIWF";"1339.80641827"
"2016-07";"W";"136.64883294"
