"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2008-10",97.71404,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2008-11",96.97301,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2008-12",96.46666,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2009-01",96.24359,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2009-02",96.17348,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2009-03",96.31836,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2009-04",96.72042,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2009-05",97.19978,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2009-06",97.66492,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2009-07",98.11787,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2009-08",98.50084,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2009-09",98.75868,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2009-10",98.9873,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2009-11",99.19485,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2009-12",99.4667,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2010-01",99.77473,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2010-02",100.0566,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2010-03",100.3308,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2010-04",100.4717,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2010-05",100.469,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2010-06",100.4187,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2010-07",100.4298,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2010-08",100.4795,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2010-09",100.5579,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2010-10",100.6932,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2010-11",100.8642,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2010-12",101.0363,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2011-01",101.1559,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2011-02",101.202,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2011-03",101.1401,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2011-04",100.9729,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2011-05",100.7332,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2011-06",100.5489,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2011-07",100.3558,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2011-08",100.1817,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2011-09",100.0293,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2011-10",99.90623,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2011-11",99.85941,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2011-12",99.89623,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2012-01",99.98627,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2012-02",100.0827,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2012-03",100.1213,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2012-04",100.0667,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2012-05",99.89478,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2012-06",99.68747,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2012-07",99.54521,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2012-08",99.46967,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2012-09",99.42715,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2012-10",99.37627,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2012-11",99.38028,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2012-12",99.48618,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2013-01",99.63845,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2013-02",99.74687,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2013-03",99.72366,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2013-04",99.65549,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2013-05",99.6633,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2013-06",99.77644,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2013-07",99.93982,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2013-08",100.1176,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2013-09",100.2532,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2013-10",100.3382,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2013-11",100.3971,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2013-12",100.389,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2014-01",100.3478,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2014-02",100.3721,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2014-03",100.4173,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2014-04",100.4589,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2014-05",100.4725,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2014-06",100.4656,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2014-07",100.4771,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2014-08",100.502,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2014-09",100.5056,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2014-10",100.5293,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2014-11",100.5052,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2014-12",100.4056,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2015-01",100.3064,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2015-02",100.2204,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2015-03",100.1593,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2015-04",100.1438,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2015-05",100.1474,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2015-06",100.107,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2015-07",100.0333,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2015-08",99.95659,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2015-09",99.89331,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2015-10",99.85485,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2015-11",99.82197,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2015-12",99.80856,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2016-01",99.82418,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2016-02",99.87938,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2016-03",99.9517,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2016-04",99.99728,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2016-05",100.047,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2016-06",100.0868,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2016-07",100.0594,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2016-08",99.99779,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2016-09",100.0462,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2016-10",100.1559,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2016-11",100.2868,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2016-12",100.404,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2017-01",100.5155,
