"CubeId";"devkum"
"PublishingDate";"2017-03-01 14:30"

"Date";"D0";"D1";"Value"
"2007-12";"M0";"RUB100";"4.6342"
"2007-12";"M0";"SEK100";"17.5837"
"2007-12";"M0";"TRY100";"96.405789"
"2007-12";"M0";"USD1";"1.1391"
"2007-12";"M0";"CAD1";"1.1351"
"2007-12";"M0";"ARS100";"36.2453"
"2007-12";"M0";"BRL100";"63.7632"
"2007-12";"M0";"MXN100";"10.4921"
"2007-12";"M0";"ZAR1";"0.1665"
"2007-12";"M0";"JPY100";"1.015426"
"2007-12";"M0";"AUD1";"0.993826"
"2007-12";"M0";"CNY100";"15.48614286"
"2007-12";"M0";"HKD100";"14.606605"
"2007-12";"M0";"KRW100";"0.1223"
"2007-12";"M0";"MYR100";"34.1584"
"2007-12";"M0";"NZD1";"0.8761"
"2007-12";"M0";"SGD100";"78.5832"
"2007-12";"M0";"THB100";"3.4375"
"2007-12";"M0";"XDR1";"1.79472"
"2007-12";"M1";"EUR1";"1.6571"
"2007-12";"M1";"GBP1";"2.2495"
"2007-12";"M1";"DKK100";"22.21"
"2007-12";"M1";"NOK100";"20.79"
"2007-12";"M1";"CZK100";"6.2235"
"2007-12";"M1";"HUF100";"0.6548"
"2007-12";"M1";"PLN100";"46.11"
"2007-12";"M1";"RUB100";"4.6"
"2007-12";"M1";"SEK100";"17.58"
"2007-12";"M1";"TRY100";"96.61"
"2007-12";"M1";"USD1";"1.1264"
"2007-12";"M1";"CAD1";"1.1501"
"2007-12";"M1";"ARS100";"35.73"
"2007-12";"M1";"BRL100";"63.2"
"2007-12";"M1";"MXN100";"10.33"
"2007-12";"M1";"ZAR1";"0.1647"
"2007-12";"M1";"JPY100";"1.0046"
"2007-12";"M1";"AUD1";"0.9906"
"2007-12";"M1";"CNY100";"15.568"
"2007-12";"M1";"HKD100";"14.4412"
"2007-12";"M1";"KRW100";"0.1203"
"2007-12";"M1";"MYR100";"34.04"
"2007-12";"M1";"NZD1";"0.8719"
"2007-12";"M1";"SGD100";"78.33"
"2007-12";"M1";"THB100";"3.3414"
"2007-12";"M1";"XDR1";"1.77857"
"2008-01";"M0";"EUR1";"1.6189"
"2008-01";"M0";"GBP1";"2.1669"
"2008-01";"M0";"DKK100";"21.7243"
"2008-01";"M0";"NOK100";"20.341"
"2008-01";"M0";"CZK100";"6.2134"
"2008-01";"M0";"HUF100";"0.6319"
"2008-01";"M0";"PLN100";"44.8229"
"2008-01";"M0";"RUB100";"4.4952"
"2008-01";"M0";"SEK100";"17.1571"
"2008-01";"M0";"TRY100";"93.451905"
"2008-01";"M0";"USD1";"1.1008"
"2008-01";"M0";"CAD1";"1.0885"
"2008-01";"M0";"ARS100";"34.9657"
"2008-01";"M0";"BRL100";"62.0667"
"2008-01";"M0";"MXN100";"10.081"
"2008-01";"M0";"ZAR1";"0.1571"
"2008-01";"M0";"JPY100";"1.022262"
"2008-01";"M0";"AUD1";"0.970262"
"2008-01";"M0";"CNY100";"15.23434783"
"2008-01";"M0";"HKD100";"14.1043"
"2008-01";"M0";"KRW100";"0.1167"
"2008-01";"M0";"MYR100";"33.6957"
"2008-01";"M0";"NZD1";"0.8497"
"2008-01";"M0";"SGD100";"76.9195"
"2008-01";"M0";"THB100";"3.3457"
"2008-01";"M0";"XDR1";"1.742482"
"2008-01";"M1";"EUR1";"1.6066"
"2008-01";"M1";"GBP1";"2.1498"
"2008-01";"M1";"DKK100";"21.55"
"2008-01";"M1";"NOK100";"19.93"
"2008-01";"M1";"CZK100";"6.1712"
"2008-01";"M1";"HUF100";"0.618"
"2008-01";"M1";"PLN100";"44.29"
"2008-01";"M1";"RUB100";"4.43"
"2008-01";"M1";"SEK100";"17"
"2008-01";"M1";"TRY100";"92.11"
"2008-01";"M1";"USD1";"1.0823"
"2008-01";"M1";"CAD1";"1.086"
"2008-01";"M1";"ARS100";"34.25"
"2008-01";"M1";"BRL100";"61.5"
"2008-01";"M1";"MXN100";"9.97"
"2008-01";"M1";"ZAR1";"0.146"
"2008-01";"M1";"JPY100";"1.0166"
"2008-01";"M1";"AUD1";"0.9631"
"2008-01";"M1";"CNY100";"15.076"
"2008-01";"M1";"HKD100";"13.8739"
"2008-01";"M1";"KRW100";"0.1146"
"2008-01";"M1";"MYR100";"33.44"
"2008-01";"M1";"NZD1";"0.847"
"2008-01";"M1";"SGD100";"76.36"
"2008-01";"M1";"THB100";"3.2757"
"2008-01";"M1";"XDR1";"1.72225"
"2008-02";"M0";"EUR1";"1.6087"
"2008-02";"M0";"GBP1";"2.1416"
"2008-02";"M0";"DKK100";"21.5776"
"2008-02";"M0";"NOK100";"20.2262"
"2008-02";"M0";"CZK100";"6.3307"
"2008-02";"M0";"HUF100";"0.6134"
"2008-02";"M0";"PLN100";"44.9467"
"2008-02";"M0";"RUB100";"4.4495"
"2008-02";"M0";"SEK100";"17.1729"
"2008-02";"M0";"TRY100";"91.18"
"2008-02";"M0";"USD1";"1.0908"
"2008-02";"M0";"CAD1";"1.0904"
"2008-02";"M0";"ARS100";"34.4967"
"2008-02";"M0";"BRL100";"62.8857"
"2008-02";"M0";"MXN100";"10.1229"
"2008-02";"M0";"ZAR1";"0.1425"
"2008-02";"M0";"JPY100";"1.017805"
"2008-02";"M0";"AUD1";"0.99591"
"2008-02";"M0";"CNY100";"15.22314286"
"2008-02";"M0";"HKD100";"13.988171"
"2008-02";"M0";"KRW100";"0.1155"
"2008-02";"M0";"MYR100";"33.8219"
"2008-02";"M0";"NZD1";"0.8691"
"2008-02";"M0";"SGD100";"77.2624"
"2008-02";"M0";"THB100";"3.3673"
"2008-02";"M0";"XDR1";"1.729423"
"2008-02";"M1";"EUR1";"1.5952"
"2008-02";"M1";"GBP1";"2.0812"
"2008-02";"M1";"DKK100";"21.4"
"2008-02";"M1";"NOK100";"20.2"
"2008-02";"M1";"CZK100";"6.341"
"2008-02";"M1";"HUF100";"0.6086"
"2008-02";"M1";"PLN100";"45.28"
"2008-02";"M1";"RUB100";"4.37"
"2008-02";"M1";"SEK100";"16.99"
"2008-02";"M1";"TRY100";"88.01"
"2008-02";"M1";"USD1";"1.0483"
"2008-02";"M1";"CAD1";"1.0734"
"2008-02";"M1";"ARS100";"33.17"
"2008-02";"M1";"BRL100";"62.7"
"2008-02";"M1";"MXN100";"9.81"
"2008-02";"M1";"ZAR1";"0.1374"
"2008-02";"M1";"JPY100";"1.004"
"2008-02";"M1";"AUD1";"0.9907"
"2008-02";"M1";"CNY100";"14.76"
"2008-02";"M1";"HKD100";"13.4705"
"2008-02";"M1";"KRW100";"0.1116"
"2008-02";"M1";"MYR100";"32.81"
"2008-02";"M1";"NZD1";"0.8529"
"2008-02";"M1";"SGD100";"75.21"
"2008-02";"M1";"THB100";"3.2759"
"2008-02";"M1";"XDR1";"1.68512"
"2008-03";"M0";"EUR1";"1.5711"
"2008-03";"M0";"GBP1";"2.0274"
"2008-03";"M0";"DKK100";"21.0668"
"2008-03";"M0";"NOK100";"19.7211"
"2008-03";"M0";"CZK100";"6.2305"
"2008-03";"M0";"HUF100";"0.6029"
"2008-03";"M0";"PLN100";"44.3658"
"2008-03";"M0";"RUB100";"4.2647"
"2008-03";"M0";"SEK100";"16.6984"
"2008-03";"M0";"TRY100";"81.32"
"2008-03";"M0";"USD1";"1.012"
"2008-03";"M0";"CAD1";"1.0141"
"2008-03";"M0";"ARS100";"32.0368"
"2008-03";"M0";"BRL100";"59.3737"
"2008-03";"M0";"MXN100";"9.4147"
"2008-03";"M0";"ZAR1";"0.1266"
"2008-03";"M0";"JPY100";"1.003858"
"2008-03";"M0";"AUD1";"0.936889"
"2008-03";"M0";"CNY100";"14.30610526"
"2008-03";"M0";"HKD100";"13.003368"
"2008-03";"M0";"KRW100";"0.1033"
"2008-03";"M0";"MYR100";"31.7679"
"2008-03";"M0";"NZD1";"0.8115"
"2008-03";"M0";"SGD100";"73.0405"
"2008-03";"M0";"THB100";"3.2151"
"2008-03";"M0";"XDR1";"1.651196"
"2008-03";"M1";"EUR1";"1.5698"
"2008-03";"M1";"GBP1";"1.9716"
"2008-03";"M1";"DKK100";"21.04"
"2008-03";"M1";"NOK100";"19.52"
"2008-03";"M1";"CZK100";"6.1998"
"2008-03";"M1";"HUF100";"0.6036"
"2008-03";"M1";"PLN100";"44.49"
"2008-03";"M1";"RUB100";"4.23"
"2008-03";"M1";"SEK100";"16.72"
"2008-03";"M1";"TRY100";"75.35"
"2008-03";"M1";"USD1";"0.9929"
"2008-03";"M1";"CAD1";"0.9729"
"2008-03";"M1";"ARS100";"31.35"
"2008-03";"M1";"BRL100";"56.9"
"2008-03";"M1";"MXN100";"9.28"
"2008-03";"M1";"ZAR1";"0.122"
"2008-03";"M1";"JPY100";"1"
"2008-03";"M1";"AUD1";"0.9078"
"2008-03";"M1";"CNY100";"14.161"
"2008-03";"M1";"HKD100";"12.754"
"2008-03";"M1";"KRW100";"0.1001"
"2008-03";"M1";"MYR100";"31.05"
"2008-03";"M1";"NZD1";"0.7842"
"2008-03";"M1";"SGD100";"71.88"
"2008-03";"M1";"THB100";"3.1511"
"2008-03";"M1";"XDR1";"1.63447"
"2008-04";"M0";"EUR1";"1.5954"
"2008-04";"M0";"GBP1";"2.0034"
"2008-04";"M0";"DKK100";"21.3786"
"2008-04";"M0";"NOK100";"20.0241"
"2008-04";"M0";"CZK100";"6.3571"
"2008-04";"M0";"HUF100";"0.6282"
"2008-04";"M0";"PLN100";"46.2886"
"2008-04";"M0";"RUB100";"4.3045"
"2008-04";"M0";"SEK100";"17.0127"
"2008-04";"M0";"TRY100";"77.686818"
"2008-04";"M0";"USD1";"1.0125"
"2008-04";"M0";"CAD1";"0.9986"
"2008-04";"M0";"ARS100";"31.9318"
"2008-04";"M0";"BRL100";"59.8636"
"2008-04";"M0";"MXN100";"9.6245"
"2008-04";"M0";"ZAR1";"0.13"
"2008-04";"M0";"JPY100";"0.987359"
"2008-04";"M0";"AUD1";"0.941736"
"2008-04";"M0";"CNY100";"14.46690909"
"2008-04";"M0";"HKD100";"12.993914"
"2008-04";"M0";"KRW100";"0.1026"
"2008-04";"M0";"MYR100";"31.9973"
"2008-04";"M0";"NZD1";"0.7991"
"2008-04";"M0";"SGD100";"74.19"
"2008-04";"M0";"THB100";"3.2032"
"2008-04";"M0";"XDR1";"1.657801"
"2008-04";"M1";"EUR1";"1.6141"
"2008-04";"M1";"GBP1";"2.0401"
"2008-04";"M1";"DKK100";"21.62"
"2008-04";"M1";"NOK100";"20.15"
"2008-04";"M1";"CZK100";"6.3985"
"2008-04";"M1";"HUF100";"0.636"
"2008-04";"M1";"PLN100";"46.64"
"2008-04";"M1";"RUB100";"4.38"
"2008-04";"M1";"SEK100";"17.23"
"2008-04";"M1";"TRY100";"80.09"
"2008-04";"M1";"USD1";"1.0372"
"2008-04";"M1";"CAD1";"1.0251"
"2008-04";"M1";"ARS100";"32.75"
"2008-04";"M1";"BRL100";"60.8"
"2008-04";"M1";"MXN100";"9.84"
"2008-04";"M1";"ZAR1";"0.1365"
"2008-04";"M1";"JPY100";"0.9961"
"2008-04";"M1";"AUD1";"0.9684"
"2008-04";"M1";"CNY100";"14.837"
"2008-04";"M1";"HKD100";"13.3068"
"2008-04";"M1";"KRW100";"0.1033"
"2008-04";"M1";"MYR100";"32.84"
"2008-04";"M1";"NZD1";"0.8052"
"2008-04";"M1";"SGD100";"76.26"
"2008-04";"M1";"THB100";"3.2709"
"2008-04";"M1";"XDR1";"1.68646"
"2008-05";"M0";"EUR1";"1.6245"
"2008-05";"M0";"GBP1";"2.0503"
"2008-05";"M0";"DKK100";"21.7695"
"2008-05";"M0";"NOK100";"20.618"
"2008-05";"M0";"CZK100";"6.4621"
"2008-05";"M0";"HUF100";"0.6556"
"2008-05";"M0";"PLN100";"47.6705"
"2008-05";"M0";"RUB100";"4.3985"
"2008-05";"M0";"SEK100";"17.4295"
"2008-05";"M0";"TRY100";"83.5885"
"2008-05";"M0";"USD1";"1.0435"
"2008-05";"M0";"CAD1";"1.0439"
"2008-05";"M0";"ARS100";"33.066"
"2008-05";"M0";"BRL100";"62.87"
"2008-05";"M0";"MXN100";"9.996"
"2008-05";"M0";"ZAR1";"0.1368"
"2008-05";"M0";"JPY100";"1.00075"
"2008-05";"M0";"AUD1";"0.991055"
"2008-05";"M0";"CNY100";"14.97035"
"2008-05";"M0";"HKD100";"13.37797"
"2008-05";"M0";"KRW100";"0.1006"
"2008-05";"M0";"MYR100";"32.4055"
"2008-05";"M0";"NZD1";"0.8114"
"2008-05";"M0";"SGD100";"76.324"
"2008-05";"M0";"THB100";"3.2496"
"2008-05";"M0";"XDR1";"1.696212"
"2008-05";"M1";"EUR1";"1.6275"
"2008-05";"M1";"GBP1";"2.0727"
"2008-05";"M1";"DKK100";"21.82"
"2008-05";"M1";"NOK100";"20.55"
"2008-05";"M1";"CZK100";"6.4769"
"2008-05";"M1";"HUF100";"0.676"
"2008-05";"M1";"PLN100";"48.11"
"2008-05";"M1";"RUB100";"4.43"
"2008-05";"M1";"SEK100";"17.4"
"2008-05";"M1";"TRY100";"86.46"
"2008-05";"M1";"USD1";"1.0514"
"2008-05";"M1";"CAD1";"1.0601"
"2008-05";"M1";"ARS100";"33.75"
"2008-05";"M1";"BRL100";"64.2"
"2008-05";"M1";"MXN100";"10.17"
"2008-05";"M1";"ZAR1";"0.1382"
"2008-05";"M1";"JPY100";"0.9965"
"2008-05";"M1";"AUD1";"1.0027"
"2008-05";"M1";"CNY100";"15.142"
"2008-05";"M1";"HKD100";"13.4705"
"2008-05";"M1";"KRW100";"0.102"
"2008-05";"M1";"MYR100";"32.41"
"2008-05";"M1";"NZD1";"0.82"
"2008-05";"M1";"SGD100";"76.85"
"2008-05";"M1";"THB100";"3.2341"
"2008-05";"M1";"XDR1";"1.69978"
"2008-06";"M0";"EUR1";"1.6138"
"2008-06";"M0";"GBP1";"2.0369"
"2008-06";"M0";"DKK100";"21.6324"
"2008-06";"M0";"NOK100";"20.1871"
"2008-06";"M0";"CZK100";"6.6278"
"2008-06";"M0";"HUF100";"0.6651"
"2008-06";"M0";"PLN100";"47.7824"
"2008-06";"M0";"RUB100";"4.3886"
"2008-06";"M0";"SEK100";"17.2143"
"2008-06";"M0";"TRY100";"83.894286"
"2008-06";"M0";"USD1";"1.0373"
"2008-06";"M0";"CAD1";"1.0211"
"2008-06";"M0";"ARS100";"33.9881"
"2008-06";"M0";"BRL100";"63.9952"
"2008-06";"M0";"MXN100";"10.04"
"2008-06";"M0";"ZAR1";"0.1307"
"2008-06";"M0";"JPY100";"0.970867"
"2008-06";"M0";"AUD1";"0.98711"
"2008-06";"M0";"CNY100";"15.03685714"
"2008-06";"M0";"HKD100";"13.285667"
"2008-06";"M0";"KRW100";"0.1005"
"2008-06";"M0";"MYR100";"31.8124"
"2008-06";"M0";"NZD1";"0.7903"
"2008-06";"M0";"SGD100";"75.7886"
"2008-06";"M0";"THB100";"3.1223"
"2008-06";"M0";"XDR1";"1.680753"
"2008-06";"M1";"EUR1";"1.6057"
"2008-06";"M1";"GBP1";"2.0248"
"2008-06";"M1";"DKK100";"21.53"
"2008-06";"M1";"NOK100";"20.1"
"2008-06";"M1";"CZK100";"6.7056"
"2008-06";"M1";"HUF100";"0.6759"
"2008-06";"M1";"PLN100";"47.84"
"2008-06";"M1";"RUB100";"4.34"
"2008-06";"M1";"SEK100";"17"
"2008-06";"M1";"TRY100";"82.84"
"2008-06";"M1";"USD1";"1.0155"
"2008-06";"M1";"CAD1";"1.0063"
"2008-06";"M1";"ARS100";"33.51"
"2008-06";"M1";"BRL100";"63.6"
"2008-06";"M1";"MXN100";"9.86"
"2008-06";"M1";"ZAR1";"0.1289"
"2008-06";"M1";"JPY100";"0.9652"
"2008-06";"M1";"AUD1";"0.9808"
"2008-06";"M1";"CNY100";"14.814"
"2008-06";"M1";"HKD100";"13.0199"
"2008-06";"M1";"KRW100";"0.0971"
"2008-06";"M1";"MYR100";"31.07"
"2008-06";"M1";"NZD1";"0.7772"
"2008-06";"M1";"SGD100";"74.7"
"2008-06";"M1";"THB100";"3.0295"
"2008-06";"M1";"XDR1";"1.66253"
"2008-07";"M0";"EUR1";"1.6186"
"2008-07";"M0";"GBP1";"2.0397"
"2008-07";"M0";"DKK100";"21.6948"
"2008-07";"M0";"NOK100";"20.1022"
"2008-07";"M0";"CZK100";"6.8688"
"2008-07";"M0";"HUF100";"0.6974"
"2008-07";"M0";"PLN100";"49.6043"
"2008-07";"M0";"RUB100";"4.3939"
"2008-07";"M0";"SEK100";"17.1035"
"2008-07";"M0";"TRY100";"84.445652"
"2008-07";"M0";"USD1";"1.0261"
"2008-07";"M0";"CAD1";"1.0126"
"2008-07";"M0";"ARS100";"33.92"
"2008-07";"M0";"BRL100";"64.3478"
"2008-07";"M0";"MXN100";"10.0391"
"2008-07";"M0";"ZAR1";"0.1342"
"2008-07";"M0";"JPY100";"0.961087"
"2008-07";"M0";"AUD1";"0.987717"
"2008-07";"M0";"CNY100";"15.00795652"
"2008-07";"M0";"HKD100";"13.1544"
"2008-07";"M0";"KRW100";"0.1008"
"2008-07";"M0";"MYR100";"31.5596"
"2008-07";"M0";"NZD1";"0.7742"
"2008-07";"M0";"SGD100";"75.4709"
"2008-07";"M0";"THB100";"3.0619"
"2008-07";"M0";"XDR1";"1.673808"
"2008-07";"M1";"EUR1";"1.6345"
"2008-07";"M1";"GBP1";"2.0725"
"2008-07";"M1";"DKK100";"21.9"
"2008-07";"M1";"NOK100";"20.37"
"2008-07";"M1";"CZK100";"6.8208"
"2008-07";"M1";"HUF100";"0.706"
"2008-07";"M1";"PLN100";"50.96"
"2008-07";"M1";"RUB100";"4.47"
"2008-07";"M1";"SEK100";"17.27"
"2008-07";"M1";"TRY100";"89.76"
"2008-07";"M1";"USD1";"1.047"
"2008-07";"M1";"CAD1";"1.024"
"2008-07";"M1";"ARS100";"34.55"
"2008-07";"M1";"BRL100";"67"
"2008-07";"M1";"MXN100";"10.43"
"2008-07";"M1";"ZAR1";"0.1415"
"2008-07";"M1";"JPY100";"0.9678"
"2008-07";"M1";"AUD1";"0.99"
"2008-07";"M1";"CNY100";"15.333"
"2008-07";"M1";"HKD100";"13.4177"
"2008-07";"M1";"KRW100";"0.1035"
"2008-07";"M1";"MYR100";"32.14"
"2008-07";"M1";"NZD1";"0.7684"
"2008-07";"M1";"SGD100";"76.54"
"2008-07";"M1";"THB100";"3.1216"
"2008-07";"M1";"XDR1";"1.6982"
"2008-08";"M0";"EUR1";"1.6204"
"2008-08";"M0";"GBP1";"2.0434"
"2008-08";"M0";"DKK100";"21.721"
"2008-08";"M0";"NOK100";"20.3135"
"2008-08";"M0";"CZK100";"6.6645"
"2008-08";"M0";"HUF100";"0.6856"
"2008-08";"M0";"PLN100";"49.1795"
"2008-08";"M0";"RUB100";"4.4735"
"2008-08";"M0";"SEK100";"17.2455"
"2008-08";"M0";"TRY100";"91.7445"
"2008-08";"M0";"USD1";"1.0839"
"2008-08";"M0";"CAD1";"1.0285"
"2008-08";"M0";"ARS100";"35.694"
"2008-08";"M0";"BRL100";"67.235"
"2008-08";"M0";"MXN100";"10.721"
"2008-08";"M0";"ZAR1";"0.1411"
"2008-08";"M0";"JPY100";"0.99102"
"2008-08";"M0";"AUD1";"0.953985"
"2008-08";"M0";"CNY100";"15.8147"
"2008-08";"M0";"HKD100";"13.8793"
"2008-08";"M0";"KRW100";"0.1034"
"2008-08";"M0";"MYR100";"32.505"
"2008-08";"M0";"NZD1";"0.7669"
"2008-08";"M0";"SGD100";"77.087"
"2008-08";"M0";"THB100";"3.1984"
"2008-08";"M0";"XDR1";"1.717719"
"2008-08";"M1";"EUR1";"1.6134"
"2008-08";"M1";"GBP1";"2.0009"
"2008-08";"M1";"DKK100";"21.63"
"2008-08";"M1";"NOK100";"20.33"
"2008-08";"M1";"CZK100";"6.5287"
"2008-08";"M1";"HUF100";"0.6761"
"2008-08";"M1";"PLN100";"48.11"
"2008-08";"M1";"RUB100";"4.44"
"2008-08";"M1";"SEK100";"17.09"
"2008-08";"M1";"TRY100";"92.5"
"2008-08";"M1";"USD1";"1.0935"
"2008-08";"M1";"CAD1";"1.0434"
"2008-08";"M1";"ARS100";"36.09"
"2008-08";"M1";"BRL100";"66.9"
"2008-08";"M1";"MXN100";"10.68"
"2008-08";"M1";"ZAR1";"0.1426"
"2008-08";"M1";"JPY100";"1.0075"
"2008-08";"M1";"AUD1";"0.9454"
"2008-08";"M1";"CNY100";"15.987"
"2008-08";"M1";"HKD100";"14.005"
"2008-08";"M1";"KRW100";"0.1004"
"2008-08";"M1";"MYR100";"32.23"
"2008-08";"M1";"NZD1";"0.7714"
"2008-08";"M1";"SGD100";"77.26"
"2008-08";"M1";"THB100";"3.1983"
"2008-08";"M1";"XDR1";"1.7231"
"2008-09";"M0";"EUR1";"1.5945"
"2008-09";"M0";"GBP1";"1.9954"
"2008-09";"M0";"DKK100";"21.3745"
"2008-09";"M0";"NOK100";"19.5655"
"2008-09";"M0";"CZK100";"6.5093"
"2008-09";"M0";"HUF100";"0.6622"
"2008-09";"M0";"PLN100";"47.2805"
"2008-09";"M0";"RUB100";"4.3855"
"2008-09";"M0";"SEK100";"16.6677"
"2008-09";"M0";"TRY100";"89.271364"
"2008-09";"M0";"USD1";"1.1097"
"2008-09";"M0";"CAD1";"1.0484"
"2008-09";"M0";"ARS100";"36.0118"
"2008-09";"M0";"BRL100";"62.3"
"2008-09";"M0";"MXN100";"10.4459"
"2008-09";"M0";"ZAR1";"0.1377"
"2008-09";"M0";"JPY100";"1.040627"
"2008-09";"M0";"AUD1";"0.908705"
"2008-09";"M0";"CNY100";"16.22959091"
"2008-09";"M0";"HKD100";"14.246327"
"2008-09";"M0";"KRW100";"0.0978"
"2008-09";"M0";"MYR100";"32.23"
"2008-09";"M0";"NZD1";"0.7484"
"2008-09";"M0";"SGD100";"77.5641"
"2008-09";"M0";"THB100";"3.2336"
"2008-09";"M0";"XDR1";"1.727551"
"2008-09";"M1";"EUR1";"1.5781"
"2008-09";"M1";"GBP1";"1.985"
"2008-09";"M1";"DKK100";"21.15"
"2008-09";"M1";"NOK100";"19.01"
"2008-09";"M1";"CZK100";"6.3787"
"2008-09";"M1";"HUF100";"0.6469"
"2008-09";"M1";"PLN100";"46.32"
"2008-09";"M1";"RUB100";"4.33"
"2008-09";"M1";"SEK100";"16.11"
"2008-09";"M1";"TRY100";"86.33"
"2008-09";"M1";"USD1";"1.0986"
"2008-09";"M1";"CAD1";"1.0498"
"2008-09";"M1";"ARS100";"35.18"
"2008-09";"M1";"BRL100";"56"
"2008-09";"M1";"MXN100";"9.98"
"2008-09";"M1";"ZAR1";"0.1318"
"2008-09";"M1";"JPY100";"1.0482"
"2008-09";"M1";"AUD1";"0.8846"
"2008-09";"M1";"CNY100";"16.054"
"2008-09";"M1";"HKD100";"14.1468"
"2008-09";"M1";"KRW100";"0.091"
"2008-09";"M1";"MYR100";"31.98"
"2008-09";"M1";"NZD1";"0.7431"
"2008-09";"M1";"SGD100";"76.95"
"2008-09";"M1";"THB100";"3.2378"
"2008-09";"M1";"XDR1";"1.71559"
"2008-10";"M0";"EUR1";"1.5202"
"2008-10";"M0";"GBP1";"1.9298"
"2008-10";"M0";"DKK100";"20.3891"
"2008-10";"M0";"NOK100";"17.6883"
"2008-10";"M0";"CZK100";"6.1281"
"2008-10";"M0";"HUF100";"0.5862"
"2008-10";"M0";"PLN100";"42.6135"
"2008-10";"M0";"RUB100";"4.32"
"2008-10";"M0";"SEK100";"15.4452"
"2008-10";"M0";"TRY100";"77.979565"
"2008-10";"M0";"USD1";"1.1421"
"2008-10";"M0";"CAD1";"0.9735"
"2008-10";"M0";"ARS100";"35.3257"
"2008-10";"M0";"BRL100";"52.6913"
"2008-10";"M0";"MXN100";"9.0826"
"2008-10";"M0";"ZAR1";"0.118"
"2008-10";"M0";"JPY100";"1.142743"
"2008-10";"M0";"AUD1";"0.787057"
"2008-10";"M0";"CNY100";"16.70752174"
"2008-10";"M0";"HKD100";"14.717509"
"2008-10";"M0";"KRW100";"0.0865"
"2008-10";"M0";"MYR100";"32.4213"
"2008-10";"M0";"NZD1";"0.6948"
"2008-10";"M0";"SGD100";"77.3091"
"2008-10";"M0";"THB100";"3.3131"
"2008-10";"M0";"XDR1";"1.728233"
"2008-10";"M1";"EUR1";"1.4629"
"2008-10";"M1";"GBP1";"1.8595"
"2008-10";"M1";"DKK100";"19.64"
"2008-10";"M1";"NOK100";"17.1"
"2008-10";"M1";"CZK100";"6.0418"
"2008-10";"M1";"HUF100";"0.5582"
"2008-10";"M1";"PLN100";"40.2"
"2008-10";"M1";"RUB100";"4.25"
"2008-10";"M1";"SEK100";"14.8"
"2008-10";"M1";"TRY100";"73.15"
"2008-10";"M1";"USD1";"1.1489"
"2008-10";"M1";"CAD1";"0.9318"
"2008-10";"M1";"ARS100";"33.89"
"2008-10";"M1";"BRL100";"54.5"
"2008-10";"M1";"MXN100";"9.06"
"2008-10";"M1";"ZAR1";"0.1139"
"2008-10";"M1";"JPY100";"1.1853"
"2008-10";"M1";"AUD1";"0.7578"
"2008-10";"M1";"CNY100";"16.801"
"2008-10";"M1";"HKD100";"14.8218"
"2008-10";"M1";"KRW100";"0.0883"
"2008-10";"M1";"MYR100";"32.35"
"2008-10";"M1";"NZD1";"0.6667"
"2008-10";"M1";"SGD100";"77.41"
"2008-10";"M1";"THB100";"3.2732"
"2008-10";"M1";"XDR1";"1.71645"
"2008-11";"M0";"EUR1";"1.5152"
"2008-11";"M0";"GBP1";"1.8251"
"2008-11";"M0";"DKK100";"20.339"
"2008-11";"M0";"NOK100";"17.1625"
"2008-11";"M0";"CZK100";"6.018"
"2008-11";"M0";"HUF100";"0.5711"
"2008-11";"M0";"PLN100";"40.649"
"2008-11";"M0";"RUB100";"4.3525"
"2008-11";"M0";"SEK100";"14.956"
"2008-11";"M0";"TRY100";"74.5485"
"2008-11";"M0";"USD1";"1.1894"
"2008-11";"M0";"CAD1";"0.977"
"2008-11";"M0";"ARS100";"35.7195"
"2008-11";"M0";"BRL100";"52.635"
"2008-11";"M0";"MXN100";"9.057"
"2008-11";"M0";"ZAR1";"0.1173"
"2008-11";"M0";"JPY100";"1.22785"
"2008-11";"M0";"AUD1";"0.7801"
"2008-11";"M0";"CNY100";"17.4164"
"2008-11";"M0";"HKD100";"15.344555"
"2008-11";"M0";"KRW100";"0.085"
"2008-11";"M0";"MYR100";"33.128"
"2008-11";"M0";"NZD1";"0.6713"
"2008-11";"M0";"SGD100";"78.8785"
"2008-11";"M0";"THB100";"3.3882"
"2008-11";"M0";"XDR1";"1.761863"
"2008-11";"M1";"EUR1";"1.5478"
"2008-11";"M1";"GBP1";"1.8497"
"2008-11";"M1";"DKK100";"20.77"
"2008-11";"M1";"NOK100";"17.39"
"2008-11";"M1";"CZK100";"6.1423"
"2008-11";"M1";"HUF100";"0.5952"
"2008-11";"M1";"PLN100";"41.18"
"2008-11";"M1";"RUB100";"4.34"
"2008-11";"M1";"SEK100";"14.98"
"2008-11";"M1";"TRY100";"76.68"
"2008-11";"M1";"USD1";"1.2026"
"2008-11";"M1";"CAD1";"0.9734"
"2008-11";"M1";"ARS100";"35.77"
"2008-11";"M1";"BRL100";"52.3"
"2008-11";"M1";"MXN100";"9.08"
"2008-11";"M1";"ZAR1";"0.1207"
"2008-11";"M1";"JPY100";"1.2619"
"2008-11";"M1";"AUD1";"0.7917"
"2008-11";"M1";"CNY100";"17.596"
"2008-11";"M1";"HKD100";"15.5166"
"2008-11";"M1";"KRW100";"0.0818"
"2008-11";"M1";"MYR100";"33.16"
"2008-11";"M1";"NZD1";"0.6641"
"2008-11";"M1";"SGD100";"79.71"
"2008-11";"M1";"THB100";"3.3847"
