"CubeId";"devkum"
"PublishingDate";"2017-03-01 14:30"

"Date";"D0";"D1";"Value"
"2001-06";"M1";"USD1";"1.796"
"2001-06";"M1";"CAD1";"1.1786"
"2001-06";"M1";"ARS100";"179.62"
"2001-06";"M1";"BRL100";"77.6"
"2001-06";"M1";"MXN100";"19.76"
"2001-06";"M1";"ZAR1";"0.2225"
"2001-06";"M1";"JPY100";"1.4438"
"2001-06";"M1";"AUD1";"0.9093"
"2001-06";"M1";"CNY100";"21.715"
"2001-06";"M1";"HKD100";"23.0248"
"2001-06";"M1";"KRW100";"0.1379"
"2001-06";"M1";"MYR100";"47.26"
"2001-06";"M1";"NZD1";"0.7245"
"2001-06";"M1";"SGD100";"98.57"
"2001-06";"M1";"THB100";"3.9647"
"2001-06";"M1";"XDR1";"2.23644"
"2001-07";"M0";"EUR1";"1.5134"
"2001-07";"M0";"GBP1";"2.4867"
"2001-07";"M0";"DKK100";"20.3245"
"2001-07";"M0";"NOK100";"18.9864"
"2001-07";"M0";"CZK100";"4.4685"
"2001-07";"M0";"HUF100";"0.6074"
"2001-07";"M0";"PLN100";"41.9923"
"2001-07";"M0";"RUB100";"6.0164"
"2001-07";"M0";"SEK100";"16.3423"
"2001-07";"M0";"TRY100";"0.000132"
"2001-07";"M0";"USD1";"1.7602"
"2001-07";"M0";"CAD1";"1.1514"
"2001-07";"M0";"ARS100";"176.1023"
"2001-07";"M0";"BRL100";"71.6091"
"2001-07";"M0";"MXN100";"19.1977"
"2001-07";"M0";"ZAR1";"0.2146"
"2001-07";"M0";"JPY100";"1.412941"
"2001-07";"M0";"AUD1";"0.896745"
"2001-07";"M0";"CNY100";"21.24190909"
"2001-07";"M0";"HKD100";"22.565682"
"2001-07";"M0";"KRW100";"0.1348"
"2001-07";"M0";"MYR100";"46.3136"
"2001-07";"M0";"NZD1";"0.7184"
"2001-07";"M0";"SGD100";"96.5095"
"2001-07";"M0";"THB100";"3.8575"
"2001-07";"M0";"XDR1";"2.199469"
"2001-07";"M1";"EUR1";"1.5107"
"2001-07";"M1";"GBP1";"2.4602"
"2001-07";"M1";"DKK100";"20.28"
"2001-07";"M1";"NOK100";"18.91"
"2001-07";"M1";"CZK100";"4.4489"
"2001-07";"M1";"HUF100";"0.6091"
"2001-07";"M1";"PLN100";"40.67"
"2001-07";"M1";"RUB100";"5.88"
"2001-07";"M1";"SEK100";"16.31"
"2001-07";"M1";"TRY100";"0.0001282"
"2001-07";"M1";"USD1";"1.7256"
"2001-07";"M1";"CAD1";"1.1296"
"2001-07";"M1";"ARS100";"172.62"
"2001-07";"M1";"BRL100";"71.1"
"2001-07";"M1";"MXN100";"18.81"
"2001-07";"M1";"ZAR1";"0.2088"
"2001-07";"M1";"JPY100";"1.383"
"2001-07";"M1";"AUD1";"0.874"
"2001-07";"M1";"CNY100";"20.904"
"2001-07";"M1";"HKD100";"22.1239"
"2001-07";"M1";"KRW100";"0.1322"
"2001-07";"M1";"MYR100";"45.4"
"2001-07";"M1";"NZD1";"0.7113"
"2001-07";"M1";"SGD100";"95.68"
"2001-07";"M1";"THB100";"3.7735"
"2001-07";"M1";"XDR1";"2.17006"
"2001-08";"M0";"EUR1";"1.5144"
"2001-08";"M0";"GBP1";"2.4137"
"2001-08";"M0";"DKK100";"20.3355"
"2001-08";"M0";"NOK100";"18.7914"
"2001-08";"M0";"CZK100";"4.4455"
"2001-08";"M0";"HUF100";"0.6077"
"2001-08";"M0";"PLN100";"39.5591"
"2001-08";"M0";"RUB100";"5.7177"
"2001-08";"M0";"SEK100";"16.2623"
"2001-08";"M0";"TRY100";"0.000119"
"2001-08";"M0";"USD1";"1.6799"
"2001-08";"M0";"CAD1";"1.0917"
"2001-08";"M0";"ARS100";"168.0818"
"2001-08";"M0";"BRL100";"66.9455"
"2001-08";"M0";"MXN100";"18.4068"
"2001-08";"M0";"ZAR1";"0.2021"
"2001-08";"M0";"JPY100";"1.384132"
"2001-08";"M0";"AUD1";"0.881773"
"2001-08";"M0";"CNY100";"20.29491304"
"2001-08";"M0";"HKD100";"21.537573"
"2001-08";"M0";"KRW100";"0.1306"
"2001-08";"M0";"MYR100";"44.2041"
"2001-08";"M0";"NZD1";"0.7251"
"2001-08";"M0";"SGD100";"95.4318"
"2001-08";"M0";"THB100";"3.7428"
"2001-08";"M0";"XDR1";"2.1437"
"2001-08";"M1";"EUR1";"1.5159"
"2001-08";"M1";"GBP1";"2.4112"
"2001-08";"M1";"DKK100";"20.36"
"2001-08";"M1";"NOK100";"18.78"
"2001-08";"M1";"CZK100";"4.4142"
"2001-08";"M1";"HUF100";"0.5964"
"2001-08";"M1";"PLN100";"38.99"
"2001-08";"M1";"RUB100";"5.61"
"2001-08";"M1";"SEK100";"15.91"
"2001-08";"M1";"TRY100";"0.0001195"
"2001-08";"M1";"USD1";"1.6514"
"2001-08";"M1";"CAD1";"1.0691"
"2001-08";"M1";"ARS100";"165.16"
"2001-08";"M1";"BRL100";"65.2"
"2001-08";"M1";"MXN100";"18.05"
"2001-08";"M1";"ZAR1";"0.1966"
"2001-08";"M1";"JPY100";"1.3918"
"2001-08";"M1";"AUD1";"0.8807"
"2001-08";"M1";"CNY100";"20.132"
"2001-08";"M1";"HKD100";"21.1702"
"2001-08";"M1";"KRW100";"0.1286"
"2001-08";"M1";"MYR100";"43.45"
"2001-08";"M1";"NZD1";"0.7291"
"2001-08";"M1";"SGD100";"95.02"
"2001-08";"M1";"THB100";"3.7511"
"2001-08";"M1";"XDR1";"2.13073"
"2001-09";"M0";"EUR1";"1.4919"
"2001-09";"M0";"GBP1";"2.3951"
"2001-09";"M0";"DKK100";"20.0405"
"2001-09";"M0";"NOK100";"18.6525"
"2001-09";"M0";"CZK100";"4.3653"
"2001-09";"M0";"HUF100";"0.5824"
"2001-09";"M0";"PLN100";"38.7905"
"2001-09";"M0";"RUB100";"5.563"
"2001-09";"M0";"SEK100";"15.4205"
"2001-09";"M0";"TRY100";"0.00011"
"2001-09";"M0";"USD1";"1.6386"
"2001-09";"M0";"CAD1";"1.0468"
"2001-09";"M0";"ARS100";"163.917"
"2001-09";"M0";"BRL100";"61.68"
"2001-09";"M0";"MXN100";"17.414"
"2001-09";"M0";"ZAR1";"0.1898"
"2001-09";"M0";"JPY100";"1.37878"
"2001-09";"M0";"AUD1";"0.829125"
"2001-09";"M0";"CNY100";"19.75935"
"2001-09";"M0";"HKD100";"21.006975"
"2001-09";"M0";"KRW100";"0.1265"
"2001-09";"M0";"MYR100";"43.1145"
"2001-09";"M0";"NZD1";"0.6863"
"2001-09";"M0";"SGD100";"93.708"
"2001-09";"M0";"THB100";"3.6946"
"2001-09";"M0";"XDR1";"2.101896"
"2001-09";"M1";"EUR1";"1.4766"
"2001-09";"M1";"GBP1";"2.3714"
"2001-09";"M1";"DKK100";"19.85"
"2001-09";"M1";"NOK100";"18.21"
"2001-09";"M1";"CZK100";"4.3516"
"2001-09";"M1";"HUF100";"0.572"
"2001-09";"M1";"PLN100";"38.16"
"2001-09";"M1";"RUB100";"5.47"
"2001-09";"M1";"SEK100";"15.13"
"2001-09";"M1";"TRY100";"0.0001057"
"2001-09";"M1";"USD1";"1.6133"
"2001-09";"M1";"CAD1";"1.023"
"2001-09";"M1";"ARS100";"161.34"
"2001-09";"M1";"BRL100";"60.3"
"2001-09";"M1";"MXN100";"16.96"
"2001-09";"M1";"ZAR1";"0.1804"
"2001-09";"M1";"JPY100";"1.3528"
"2001-09";"M1";"AUD1";"0.7978"
"2001-09";"M1";"CNY100";"19.573"
"2001-09";"M1";"HKD100";"20.6839"
"2001-09";"M1";"KRW100";"0.1232"
"2001-09";"M1";"MYR100";"42.45"
"2001-09";"M1";"NZD1";"0.6565"
"2001-09";"M1";"SGD100";"91.3"
"2001-09";"M1";"THB100";"3.6295"
"2001-09";"M1";"XDR1";"2.07749"
"2001-10";"M0";"EUR1";"1.4796"
"2001-10";"M0";"GBP1";"2.3698"
"2001-10";"M0";"DKK100";"19.89"
"2001-10";"M0";"NOK100";"18.5004"
"2001-10";"M0";"CZK100";"4.4079"
"2001-10";"M0";"HUF100";"0.5795"
"2001-10";"M0";"PLN100";"39.4748"
"2001-10";"M0";"RUB100";"5.5209"
"2001-10";"M0";"SEK100";"15.4465"
"2001-10";"M0";"TRY100";"0.000101"
"2001-10";"M0";"USD1";"1.6329"
"2001-10";"M0";"CAD1";"1.0397"
"2001-10";"M0";"ARS100";"163.3526"
"2001-10";"M0";"BRL100";"59.6565"
"2001-10";"M0";"MXN100";"17.4496"
"2001-10";"M0";"ZAR1";"0.1761"
"2001-10";"M0";"JPY100";"1.346104"
"2001-10";"M0";"AUD1";"0.823496"
"2001-10";"M0";"CNY100";"19.73921739"
"2001-10";"M0";"HKD100";"20.933791"
"2001-10";"M0";"KRW100";"0.1252"
"2001-10";"M0";"MYR100";"42.9657"
"2001-10";"M0";"NZD1";"0.6761"
"2001-10";"M0";"SGD100";"90.2252"
"2001-10";"M0";"THB100";"3.6493"
"2001-10";"M0";"XDR1";"2.09004"
"2001-10";"M1";"EUR1";"1.4692"
"2001-10";"M1";"GBP1";"2.3624"
"2001-10";"M1";"DKK100";"19.74"
"2001-10";"M1";"NOK100";"18.38"
"2001-10";"M1";"CZK100";"4.3722"
"2001-10";"M1";"HUF100";"0.5746"
"2001-10";"M1";"PLN100";"39.57"
"2001-10";"M1";"RUB100";"5.46"
"2001-10";"M1";"SEK100";"15.33"
"2001-10";"M1";"TRY100";"0.0001015"
"2001-10";"M1";"USD1";"1.6234"
"2001-10";"M1";"CAD1";"1.0282"
"2001-10";"M1";"ARS100";"162.39"
"2001-10";"M1";"BRL100";"59.6"
"2001-10";"M1";"MXN100";"17.54"
"2001-10";"M1";"ZAR1";"0.1717"
"2001-10";"M1";"JPY100";"1.3323"
"2001-10";"M1";"AUD1";"0.8197"
"2001-10";"M1";"CNY100";"19.697"
"2001-10";"M1";"HKD100";"20.812"
"2001-10";"M1";"KRW100";"0.1252"
"2001-10";"M1";"MYR100";"42.72"
"2001-10";"M1";"NZD1";"0.6719"
"2001-10";"M1";"SGD100";"89.27"
"2001-10";"M1";"THB100";"3.6342"
"2001-10";"M1";"XDR1";"2.0756"
"2001-11";"M0";"EUR1";"1.4665"
"2001-11";"M0";"GBP1";"2.3717"
"2001-11";"M0";"DKK100";"19.6927"
"2001-11";"M0";"NOK100";"18.5086"
"2001-11";"M0";"CZK100";"4.4024"
"2001-11";"M0";"HUF100";"0.5828"
"2001-11";"M0";"PLN100";"40.325"
"2001-11";"M0";"RUB100";"5.53"
"2001-11";"M0";"SEK100";"15.5759"
"2001-11";"M0";"TRY100";"0.000108"
"2001-11";"M0";"USD1";"1.6509"
"2001-11";"M0";"CAD1";"1.036"
"2001-11";"M0";"ARS100";"165.3236"
"2001-11";"M0";"BRL100";"64.6364"
"2001-11";"M0";"MXN100";"17.8959"
"2001-11";"M0";"ZAR1";"0.1698"
"2001-11";"M0";"JPY100";"1.348473"
"2001-11";"M0";"AUD1";"0.853291"
"2001-11";"M0";"CNY100";"19.94040909"
"2001-11";"M0";"HKD100";"21.165959"
"2001-11";"M0";"KRW100";"0.1287"
"2001-11";"M0";"MYR100";"43.4395"
"2001-11";"M0";"NZD1";"0.6871"
"2001-11";"M0";"SGD100";"90.1886"
"2001-11";"M0";"THB100";"3.7171"
"2001-11";"M0";"XDR1";"2.094319"
"2001-11";"M1";"EUR1";"1.4717"
"2001-11";"M1";"GBP1";"2.3663"
"2001-11";"M1";"DKK100";"19.77"
"2001-11";"M1";"NOK100";"18.54"
"2001-11";"M1";"CZK100";"4.4412"
"2001-11";"M1";"HUF100";"0.5844"
"2001-11";"M1";"PLN100";"40.63"
"2001-11";"M1";"RUB100";"5.55"
"2001-11";"M1";"SEK100";"15.57"
"2001-11";"M1";"TRY100";"0.000111"
"2001-11";"M1";"USD1";"1.6614"
"2001-11";"M1";"CAD1";"1.0523"
"2001-11";"M1";"ARS100";"166.51"
"2001-11";"M1";"BRL100";"65.2"
"2001-11";"M1";"MXN100";"17.86"
"2001-11";"M1";"ZAR1";"0.1603"
"2001-11";"M1";"JPY100";"1.3406"
"2001-11";"M1";"AUD1";"0.8624"
"2001-11";"M1";"CNY100";"19.813"
"2001-11";"M1";"HKD100";"21.303"
"2001-11";"M1";"KRW100";"0.1309"
"2001-11";"M1";"MYR100";"43.72"
"2001-11";"M1";"NZD1";"0.6867"
"2001-11";"M1";"SGD100";"90.71"
"2001-11";"M1";"THB100";"3.7828"
"2001-11";"M1";"XDR1";"2.09472"
"2001-12";"M0";"EUR1";"1.4743"
"2001-12";"M0";"GBP1";"2.3743"
"2001-12";"M0";"DKK100";"19.8017"
"2001-12";"M0";"NOK100";"18.4333"
"2001-12";"M0";"CZK100";"4.5312"
"2001-12";"M0";"HUF100";"0.5947"
"2001-12";"M0";"PLN100";"41.0494"
"2001-12";"M0";"RUB100";"5.4617"
"2001-12";"M0";"SEK100";"15.6161"
"2001-12";"M0";"TRY100";"0.000113"
"2001-12";"M0";"USD1";"1.6498"
"2001-12";"M0";"CAD1";"1.0467"
"2001-12";"M0";"ARS100";"164.8917"
"2001-12";"M0";"BRL100";"69.4889"
"2001-12";"M0";"MXN100";"17.9944"
"2001-12";"M0";"ZAR1";"0.1426"
"2001-12";"M0";"JPY100";"1.298767"
"2001-12";"M0";"AUD1";"0.8489"
"2001-12";"M0";"CNY100";"20.03228571"
"2001-12";"M0";"HKD100";"21.153539"
"2001-12";"M0";"KRW100";"0.1282"
"2001-12";"M0";"MYR100";"43.4094"
"2001-12";"M0";"NZD1";"0.6857"
"2001-12";"M0";"SGD100";"89.8078"
"2001-12";"M0";"THB100";"3.7565"
"2001-12";"M0";"XDR1";"2.088566"
"2001-12";"M1";"EUR1";"1.4813"
"2001-12";"M1";"GBP1";"2.4304"
"2001-12";"M1";"DKK100";"19.91"
"2001-12";"M1";"NOK100";"18.62"
"2001-12";"M1";"CZK100";"4.6181"
"2001-12";"M1";"HUF100";"0.5991"
"2001-12";"M1";"PLN100";"42.33"
"2001-12";"M1";"RUB100";"5.5"
"2001-12";"M1";"SEK100";"15.78"
"2001-12";"M1";"TRY100";"0.0001153"
"2001-12";"M1";"USD1";"1.6782"
"2001-12";"M1";"CAD1";"1.0507"
"2001-12";"M1";"ARS100";"167.95"
"2001-12";"M1";"BRL100";"72"
"2001-12";"M1";"MXN100";"18.32"
"2001-12";"M1";"ZAR1";"0.1401"
"2001-12";"M1";"JPY100";"1.2774"
"2001-12";"M1";"AUD1";"0.855"
"2001-12";"M1";"CNY100";"20.053"
"2001-12";"M1";"HKD100";"21.5231"
"2001-12";"M1";"KRW100";"0.1268"
"2001-12";"M1";"MYR100";"44.16"
"2001-12";"M1";"NZD1";"0.6958"
"2001-12";"M1";"SGD100";"90.59"
"2001-12";"M1";"THB100";"3.7951"
"2001-12";"M1";"XDR1";"2.10605"
"2002-01";"M0";"EUR1";"1.4738"
"2002-01";"M0";"GBP1";"2.3891"
"2002-01";"M0";"DKK100";"19.8229"
"2002-01";"M0";"NOK100";"18.6057"
"2002-01";"M0";"CZK100";"4.5957"
"2002-01";"M0";"HUF100";"0.6038"
"2002-01";"M0";"PLN100";"41.0262"
"2002-01";"M0";"RUB100";"5.4505"
"2002-01";"M0";"SEK100";"15.9614"
"2002-01";"M0";"TRY100";"0.000122"
"2002-01";"M0";"USD1";"1.6681"
"2002-01";"M0";"CAD1";"1.0426"
"2002-01";"M0";"ARS100";"114.021"
"2002-01";"M0";"BRL100";"70.1381"
"2002-01";"M0";"MXN100";"18.1867"
"2002-01";"M0";"ZAR1";"0.144"
"2002-01";"M0";"JPY100";"1.257895"
"2002-01";"M0";"AUD1";"0.86279"
"2002-01";"M0";"CNY100";"20.17747826"
"2002-01";"M0";"HKD100";"21.389043"
"2002-01";"M0";"KRW100";"0.1267"
"2002-01";"M0";"MYR100";"43.8924"
"2002-01";"M0";"NZD1";"0.7082"
"2002-01";"M0";"SGD100";"90.7233"
"2002-01";"M0";"THB100";"3.789"
"2002-01";"M0";"XDR1";"2.092809"
"2002-01";"M1";"EUR1";"1.4745"
"2002-01";"M1";"GBP1";"2.4106"
"2002-01";"M1";"DKK100";"19.84"
"2002-01";"M1";"NOK100";"18.83"
"2002-01";"M1";"CZK100";"4.6178"
"2002-01";"M1";"HUF100";"0.6048"
"2002-01";"M1";"PLN100";"40.96"
"2002-01";"M1";"RUB100";"5.55"
"2002-01";"M1";"SEK100";"16.09"
"2002-01";"M1";"TRY100";"0.000129"
"2002-01";"M1";"USD1";"1.7077"
"2002-01";"M1";"CAD1";"1.0772"
"2002-01";"M1";"ARS100";"87.57"
"2002-01";"M1";"BRL100";"70.2"
"2002-01";"M1";"MXN100";"18.56"
"2002-01";"M1";"ZAR1";"0.1492"
"2002-01";"M1";"JPY100";"1.2845"
"2002-01";"M1";"AUD1";"0.868"
"2002-01";"M1";"CNY100";"20.743"
"2002-01";"M1";"HKD100";"21.8947"
"2002-01";"M1";"KRW100";"0.1303"
"2002-01";"M1";"MYR100";"44.93"
"2002-01";"M1";"NZD1";"0.7095"
"2002-01";"M1";"SGD100";"93.27"
"2002-01";"M1";"THB100";"3.8803"
"2002-01";"M1";"XDR1";"2.12046"
"2002-02";"M0";"EUR1";"1.4774"
"2002-02";"M0";"GBP1";"2.4155"
"2002-02";"M0";"DKK100";"19.879"
"2002-02";"M0";"NOK100";"18.9665"
"2002-02";"M0";"CZK100";"4.645"
"2002-02";"M0";"HUF100";"0.606"
"2002-02";"M0";"PLN100";"40.5345"
"2002-02";"M0";"RUB100";"5.499"
"2002-02";"M0";"SEK100";"16.0795"
"2002-02";"M0";"TRY100";"0.000124"
"2002-02";"M0";"USD1";"1.6979"
"2002-02";"M0";"CAD1";"1.0638"
"2002-02";"M0";"ARS100";"83.2805"
"2002-02";"M0";"BRL100";"70.065"
"2002-02";"M0";"MXN100";"18.6495"
"2002-02";"M0";"ZAR1";"0.1477"
"2002-02";"M0";"JPY100";"1.271015"
"2002-02";"M0";"AUD1";"0.87052"
"2002-02";"M0";"CNY100";"20.5054"
"2002-02";"M0";"HKD100";"21.76928"
"2002-02";"M0";"KRW100";"0.1287"
"2002-02";"M0";"MYR100";"44.6775"
"2002-02";"M0";"NZD1";"0.711"
"2002-02";"M0";"SGD100";"92.6865"
"2002-02";"M0";"THB100";"3.8728"
"2002-02";"M0";"XDR1";"2.113961"
"2002-02";"M1";"EUR1";"1.4766"
"2002-02";"M1";"GBP1";"2.4188"
"2002-02";"M1";"DKK100";"19.86"
"2002-02";"M1";"NOK100";"19.14"
"2002-02";"M1";"CZK100";"4.6588"
"2002-02";"M1";"HUF100";"0.5999"
"2002-02";"M1";"PLN100";"40.55"
"2002-02";"M1";"RUB100";"5.5"
"2002-02";"M1";"SEK100";"16.26"
"2002-02";"M1";"TRY100";"0.0001216"
"2002-02";"M1";"USD1";"1.7052"
"2002-02";"M1";"CAD1";"1.061"
"2002-02";"M1";"ARS100";"78.58"
"2002-02";"M1";"BRL100";"72.3"
"2002-02";"M1";"MXN100";"18.74"
"2002-02";"M1";"ZAR1";"0.1488"
"2002-02";"M1";"JPY100";"1.2742"
"2002-02";"M1";"AUD1";"0.8799"
"2002-02";"M1";"CNY100";"20.553"
"2002-02";"M1";"HKD100";"21.8632"
"2002-02";"M1";"KRW100";"0.1288"
"2002-02";"M1";"MYR100";"44.87"
"2002-02";"M1";"NZD1";"0.7162"
"2002-02";"M1";"SGD100";"93.02"
"2002-02";"M1";"THB100";"3.9003"
"2002-02";"M1";"XDR1";"2.11734"
"2002-03";"M0";"EUR1";"1.468"
"2002-03";"M0";"GBP1";"2.3822"
"2002-03";"M0";"DKK100";"19.746"
"2002-03";"M0";"NOK100";"19.012"
"2002-03";"M0";"CZK100";"4.6695"
"2002-03";"M0";"HUF100";"0.5989"
"2002-03";"M0";"PLN100";"40.4415"
"2002-03";"M0";"RUB100";"5.384"
"2002-03";"M0";"SEK100";"16.1995"
"2002-03";"M0";"TRY100";"0.000123"
"2002-03";"M0";"USD1";"1.6753"
"2002-03";"M0";"CAD1";"1.0554"
"2002-03";"M0";"ARS100";"69.4385"
"2002-03";"M0";"BRL100";"71.355"
"2002-03";"M0";"MXN100";"18.466"
"2002-03";"M0";"ZAR1";"0.1452"
"2002-03";"M0";"JPY100";"1.27779"
"2002-03";"M0";"AUD1";"0.87784"
"2002-03";"M0";"CNY100";"20.23138095"
"2002-03";"M0";"HKD100";"21.47951"
"2002-03";"M0";"KRW100";"0.1267"
"2002-03";"M0";"MYR100";"44.0835"
"2002-03";"M0";"NZD1";"0.7237"
"2002-03";"M0";"SGD100";"91.594"
"2002-03";"M0";"THB100";"3.8592"
"2002-03";"M0";"XDR1";"2.095825"
"2002-03";"M1";"EUR1";"1.4656"
"2002-03";"M1";"GBP1";"2.3925"
"2002-03";"M1";"DKK100";"19.71"
"2002-03";"M1";"NOK100";"19.01"
"2002-03";"M1";"CZK100";"4.7023"
"2002-03";"M1";"HUF100";"0.6013"
"2002-03";"M1";"PLN100";"40.82"
"2002-03";"M1";"RUB100";"5.39"
"2002-03";"M1";"SEK100";"16.24"
"2002-03";"M1";"TRY100";"0.0001249"
"2002-03";"M1";"USD1";"1.6806"
"2002-03";"M1";"CAD1";"1.0553"
"2002-03";"M1";"ARS100";"56.59"
"2002-03";"M1";"BRL100";"72.3"
"2002-03";"M1";"MXN100";"18.7"
"2002-03";"M1";"ZAR1";"0.1473"
"2002-03";"M1";"JPY100";"1.2676"
"2002-03";"M1";"AUD1";"0.8929"
"2002-03";"M1";"CNY100";"20.326"
"2002-03";"M1";"HKD100";"21.547"
"2002-03";"M1";"KRW100";"0.1266"
"2002-03";"M1";"MYR100";"44.22"
"2002-03";"M1";"NZD1";"0.7383"
"2002-03";"M1";"SGD100";"91.28"
"2002-03";"M1";"THB100";"3.8634"
"2002-03";"M1";"XDR1";"2.09827"
"2002-04";"M0";"EUR1";"1.466"
"2002-04";"M0";"GBP1";"2.3871"
"2002-04";"M0";"DKK100";"19.7162"
"2002-04";"M0";"NOK100";"19.2162"
"2002-04";"M0";"CZK100";"4.8249"
"2002-04";"M0";"HUF100";"0.6044"
"2002-04";"M0";"PLN100";"40.7567"
"2002-04";"M0";"RUB100";"5.301"
"2002-04";"M0";"SEK100";"16.0495"
"2002-04";"M0";"TRY100";"0.000125"
"2002-04";"M0";"USD1";"1.6549"
"2002-04";"M0";"CAD1";"1.046"
"2002-04";"M0";"ARS100";"56.091"
"2002-04";"M0";"BRL100";"71.3429"
"2002-04";"M0";"MXN100";"18.0748"
"2002-04";"M0";"ZAR1";"0.1493"
"2002-04";"M0";"JPY100";"1.265357"
"2002-04";"M0";"AUD1";"0.885976"
"2002-04";"M0";"CNY100";"19.97731818"
"2002-04";"M0";"HKD100";"21.217262"
"2002-04";"M0";"KRW100";"0.1254"
"2002-04";"M0";"MYR100";"43.5443"
"2002-04";"M0";"NZD1";"0.7326"
"2002-04";"M0";"SGD100";"90.4971"
"2002-04";"M0";"THB100";"3.8096"
"2002-04";"M0";"XDR1";"2.080106"
"2002-04";"M1";"EUR1";"1.4636"
"2002-04";"M1";"GBP1";"2.3614"
"2002-04";"M1";"DKK100";"19.69"
"2002-04";"M1";"NOK100";"19.3"
"2002-04";"M1";"CZK100";"4.783"
"2002-04";"M1";"HUF100";"0.6001"
"2002-04";"M1";"PLN100";"40.71"
"2002-04";"M1";"RUB100";"5.18"
"2002-04";"M1";"SEK100";"15.84"
"2002-04";"M1";"TRY100";"0.000121"
"2002-04";"M1";"USD1";"1.6204"
"2002-04";"M1";"CAD1";"1.0334"
"2002-04";"M1";"ARS100";"55.49"
"2002-04";"M1";"BRL100";"68.5"
"2002-04";"M1";"MXN100";"17.29"
"2002-04";"M1";"ZAR1";"0.1523"
"2002-04";"M1";"JPY100";"1.2661"
"2002-04";"M1";"AUD1";"0.8719"
"2002-04";"M1";"CNY100";"19.562"
"2002-04";"M1";"HKD100";"20.7765"
"2002-04";"M1";"KRW100";"0.1253"
"2002-04";"M1";"MYR100";"42.64"
"2002-04";"M1";"NZD1";"0.7242"
"2002-04";"M1";"SGD100";"89.54"
"2002-04";"M1";"THB100";"3.7475"
"2002-04";"M1";"XDR1";"2.05622"
"2002-05";"M0";"EUR1";"1.4567"
"2002-05";"M0";"GBP1";"2.3175"
"2002-05";"M0";"DKK100";"19.5835"
"2002-05";"M0";"NOK100";"19.372"
"2002-05";"M0";"CZK100";"4.7637"
"2002-05";"M0";"HUF100";"0.5971"
"2002-05";"M0";"PLN100";"39.2035"
"2002-05";"M0";"RUB100";"5.074"
"2002-05";"M0";"SEK100";"15.795"
"2002-05";"M0";"TRY100";"0.000113"
"2002-05";"M0";"USD1";"1.5876"
"2002-05";"M0";"CAD1";"1.0241"
"2002-05";"M0";"ARS100";"47.582"
"2002-05";"M0";"BRL100";"64.055"
"2002-05";"M0";"MXN100";"16.6645"
"2002-05";"M0";"ZAR1";"0.1563"
"2002-05";"M0";"JPY100";"1.256635"
"2002-05";"M0";"AUD1";"0.87383"
"2002-05";"M0";"CNY100";"19.18352174"
"2002-05";"M0";"HKD100";"20.35422"
"2002-05";"M0";"KRW100";"0.1258"
"2002-05";"M0";"MYR100";"41.7725"
"2002-05";"M0";"NZD1";"0.7334"
"2002-05";"M0";"SGD100";"88.1975"
"2002-05";"M0";"THB100";"3.7066"
"2002-05";"M0";"XDR1";"2.030073"
"2002-05";"M1";"EUR1";"1.4635"
"2002-05";"M1";"GBP1";"2.2887"
"2002-05";"M1";"DKK100";"19.68"
"2002-05";"M1";"NOK100";"19.61"
"2002-05";"M1";"CZK100";"4.8039"
"2002-05";"M1";"HUF100";"0.6012"
"2002-05";"M1";"PLN100";"38.75"
"2002-05";"M1";"RUB100";"4.98"
"2002-05";"M1";"SEK100";"16.05"
"2002-05";"M1";"TRY100";"0.0001078"
"2002-05";"M1";"USD1";"1.5613"
"2002-05";"M1";"CAD1";"1.0177"
"2002-05";"M1";"ARS100";"43.01"
"2002-05";"M1";"BRL100";"62.1"
"2002-05";"M1";"MXN100";"16.1"
"2002-05";"M1";"ZAR1";"0.16"
"2002-05";"M1";"JPY100";"1.2611"
"2002-05";"M1";"AUD1";"0.8864"
"2002-05";"M1";"CNY100";"19.035"
"2002-05";"M1";"HKD100";"20.0169"
"2002-05";"M1";"KRW100";"0.1277"
"2002-05";"M1";"MYR100";"41.08"
"2002-05";"M1";"NZD1";"0.7522"
"2002-05";"M1";"SGD100";"87.61"
"2002-05";"M1";"THB100";"3.684"
"2002-05";"M1";"XDR1";"2.01356"
"2002-06";"M0";"EUR1";"1.4716"
"2002-06";"M0";"GBP1";"2.2844"
"2002-06";"M0";"DKK100";"19.7935"
"2002-06";"M0";"NOK100";"19.8525"
"2002-06";"M0";"CZK100";"4.8488"
"2002-06";"M0";"HUF100";"0.6058"
"2002-06";"M0";"PLN100";"38.2505"
"2002-06";"M0";"RUB100";"4.9"
"2002-06";"M0";"SEK100";"16.1385"
"2002-06";"M0";"TRY100";"0.000101"
"2002-06";"M0";"USD1";"1.5408"
"2002-06";"M0";"CAD1";"1.006"
"2002-06";"M0";"ARS100";"42.269"
"2002-06";"M0";"BRL100";"57.05"
"2002-06";"M0";"MXN100";"15.782"
"2002-06";"M0";"ZAR1";"0.1514"
"2002-06";"M0";"JPY100";"1.247915"
"2002-06";"M0";"AUD1";"0.8764"
"2002-06";"M0";"CNY100";"18.59635"
"2002-06";"M0";"HKD100";"19.7543"
"2002-06";"M0";"KRW100";"0.1261"
"2002-06";"M0";"MYR100";"40.544"
"2002-06";"M0";"NZD1";"0.7536"
"2002-06";"M0";"SGD100";"86.409"
"2002-06";"M0";"THB100";"3.6548"
"2002-06";"M0";"XDR1";"2.003384"
